id,oth,rol,dur,globPos,pa,pb,do,osb,osa,opb,opa,trans,simpl,size,ouais,oui,mh,laughter,dac,non,ok,ah,voila,mais,bon,et,nbouais,nbmh,phonSplit,prevSize,prevFirstTok,prevLastTok,prevFirstBi,prevLastBi,prevJe,prevTu,prevFeed,othSize,othFirstTok,othLastTok,othFirstBi,othLastBi,othJe,othTu,othFeed,gest,steepness,slope,NanRatio,f0min,f0max,f0stdev,span,height,duration,form1,form2,form3,aperiodAV,intQ1,intQ2,intQ3,intQ1raw,intQ2raw,intQ3raw,steepnessInterl,slopeInterl,NanRatioInterl,f0minInterl,f0maxInterl,f0stdevInterl,spanInterl,heightInterl,durationInterl,aperiodAVInterl,intQ1Interl,intQ2Interl,intQ3Interl,SimScore,TFcompared,contact,ack,evaluation,reponse,invitation,autre,local,global,aucune,contin,pivot,clot,assert,quest,feedback,essai,ordre,incomp,inint,approbation,desap,confirmation,doute,attendu,inattendu,amuse,gene,baseCat,evalCat
MTR_BLX_1_74665,BLY,F,0.149,0.1609187574,0,4.033,0,0,0,1.201,1.683,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4697986577,5,'d''accord',prairie,'d''accord_*',la_prairie,0,0,2,1,-,-,-,-,0,0,0,NoData,0.126501,0.337335,0.973684,-1.21317,3.834867,2.168261,5.048038,-0.651081,0.149,566.115663,8000,NaN,0.334846,-3.110574,-0.863089,0.467619,45.701921,61.018196,70.086776,0.018303,0.015847,0.54,-0.506487,2.330864,0.891439,2.83735,0.030014,0.461,62.753398,-1.261984,-0.600598,-0.194609,0.108198,0.321488,0,0,0,1,0,0,1,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,reponse,None
CID_EB_1_3409790,SR,-,0.6481,0.8893856656,3.1304,3.4259790182,0.6481,0.8697,2.6319,0,0,et ouais tu attends,complex,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,#,#,-,-,0,0,0,3,après,euh,après_tu,tu_euh,0,1,1,NoData,0.008613,0.014851,0.126214,-0.022572,1.216838,0.373978,1.23941,0.759876,0.23,322.506602,1618.910551,6267.263356,0.087793,0.907833,1.244863,1.408546,74.426761,76.663482,77.749775,0.042722,0.120343,0.145161,-0.194646,2.306071,0.772315,2.500718,1.140685,0.14,76.853162,0.717238,1.143954,1.497981,0.913909,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,evaluation,approbation
CID_MB_1_686089,AC,-,1.0201,0.1721979819,0.2885,0.4499,0,0,0,0.0199,0.9572,ouais petit,complex,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,4,@,gamin,@_mais,un_gamin,0,0,1,27,euh,ça,euh_regarde-moi,comme_ça,0,3,1,NoData,-0.010624,-0.007988,0.371134,0.071217,5.203541,1.423398,5.132323,4.745021,0.53,694.872025,2363.543146,5916.948111,0.285677,0.357692,1.037785,1.328273,70.119942,74.591754,76.501797,0.025421,0.027189,0.056497,-0.377632,3.717874,1.37898,4.095506,1.496281,0.3731,69.634437,-0.005175,0.411201,0.595098,0.339169,1,0,0,0.3333333333,0.6666666667,0,0,1,0,0,0,0,0,0.6666666667,0.3333333333,0,0,0,0,0,0.3333333333,0,0.3333333333,0,0,0,0,0,reponse,None
CID_LL_1_2021200,NH,-,0.2834,0.6728119622,5.1258,0.6474,0.2641,0,2.3742,0.27,0,mh,mh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,8,entre,pire,entre_guillemets,le_pire,0,0,0,1,mh,mh,-,-,0,0,1,NoData,0.002983,0.004201,0.007092,0.322051,0.921098,0.162243,0.599046,0.616809,0.2834,242.175685,6192.153775,8875.508709,0.021537,-0.821157,-0.420037,-0.261714,60.03569,63.116724,64.332811,-0.006139,-0.004013,0.36,-0.776517,3.703642,1.332069,4.480159,1.57962,0.61,57.796079,-3.53369,-0.072697,0.884501,0.506158,1,0.3333333333,0.5,0.1666666667,0,0,0,1,0,0,0.1666666667,0,0,1,0,0,0,0,0,0,0.1666666667,0,0,0,0,0,0,0,None,None
MTR_VEX_8_276821,VEY,F,0.857,0.9746871678,1.734,13.438,0.404,0,0.651,0.09,0,ok ça y est mh,complex,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1,41,euh,mh,euh_tu,euh_mh,1,2,6,1,-,-,-,-,0,0,0,NoData,-0.002864,-0.003165,0.675926,-0.263488,0.447066,0.188597,0.710555,0.045321,0.36,352.128075,2770.736063,8000,0.377581,-3.778732,-0.764427,0.021838,37.210375,57.643351,62.973179,0.00389,0.00643,0.1,-1.242248,-0.703582,0.133815,0.538666,-0.98226,0.24,56.548319,-1.753884,-1.292135,-1.032913,0.006754,0.009595,0,0.6666666667,0.3333333333,0,0,0,1,0,0,0,0,0.6666666667,0.6666666667,0,0,0,0.3333333333,0,0,0,0,0.3333333333,0,0,0,0,0,ack,None
CID_MB_1_1382136,AC,-,0.15,0.346894992,0,4.2601,0.15,2.8378,0.6342,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,-0.008582,-0.022585,0.583333,-0.16582,0.758553,0.164083,0.924373,0.358682,0.15,246.407388,2969.493624,NaN,0.237003,-2.981418,-0.953134,0.058507,48.164309,61.500869,68.152711,0.004306,0.004394,0.315436,-0.701364,1.515944,0.524821,2.217307,0.37178,0.39,63.400062,-0.914629,0.016623,0.371162,0.811518,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,evaluation,approbation
CID_NH_1_756618,LL,-,0.2002,0.251861326,2.4824,1.2087,0,0,0,0.2022038713,2.3411,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4995004995,2,absolument,@,absolument_@,absolument_@,0,0,1,6,en,situation,en_détestant,de_situation,0,0,0,NoData,0.01576,0.031208,0.507463,-3.275254,-0.032858,0.884349,3.242395,-0.129963,0.2002,212.307652,5122.299364,8738.58934,0.174904,-1.829354,-0.912045,-0.572603,53.483565,59.249842,61.383595,-0.058733,-0.064541,181,-2.642968,-2.642968,0,0,-2.642968,0.3627,53.412388,-2.94306,-2.262474,0.045158,0.039726,1,0,0.7142857143,0.2857142857,0,0,0,1,0,0,0,0,0,0.7142857143,0,0.2857142857,0,0,0,0,0.1428571429,0,0.1428571429,0,0,0,0,0,ack,None
CID_YM_1_3538840,AG,-,1.033406976,0.9899007378,0.2488043568,1.16,0.0992,1.34,0,0,2.503693024,donc euh ouais,complex,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,8,et,en-,'et_c''','l''_en-',0,0,0,NoData,0.001599,0.000619,0.776632,-1.235417,1.41305,0.597527,2.648467,-0.389782,1.0334,160.221437,8015.739234,NaN,0.281919,-1.449214,-0.977433,-0.594705,61.767056,64.869564,67.386438,0.049004,0.102092,0.627119,-3.090225,0.339821,1.232384,3.430046,0.216802,0.1911,52.338207,-3.63555,-1.480488,-1.006802,0.631492,1,0,0,0.3333333333,0,0,0.6666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,autre,None
CID_NH_1_1517200,LL,-,0.2741,0.5050417124,0.7534,1.94,0.2741,2.0593,0.6459,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1094491062,1,#,#,-,-,0,0,0,2,je,sais,je_sais,je_sais,1,0,0,NoData,0.039674,0.057499,0.533333,0.438587,3.582681,1.04525,3.144094,1.781312,0.2741,481.632138,7936.603883,NaN,0.24974,-2.905248,0.419963,0.774855,46.720414,67.622946,69.853821,-0.015671,-0.08706,1.117647,-0.124802,0.139975,0.085863,0.264777,0.097001,0.07,57.50411,-1.586939,-0.835846,-0.684061,0.171431,1,0,0,1,0,0,0,1,0,0,0,0.1428571429,0,1,0,0,0,0,0,0,0.5714285714,0,0.4285714286,0,0.2857142857,0,0,0,evaluation,None
CID_MG_1_1231127,BX,-,0.6754,0.3394556017,0.3166,0.8484,0,0,0,19.1546,0.2196,et bon super,complex,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,-,-,-,-,0,0,0,29,il,plus,il_nous,installer_plus,3,0,0,NoData,0,0,Inf,NaN,NaN,NaN,NaN,NaN,0.29,269.148727,7872.531567,NaN,0.60742,-4.003662,-2.804036,-1.040206,41.295409,49.599055,61.808031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,1,1,0,0,0.3333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
CID_AC_1_2633490,MB,-,0.2441,0.660965368,1.6459,8.5709,0.2441,4.346,2.1201,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5325686194,1,-,-,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,0.006189,0.010063,0.5,-0.347637,1.096962,0.255445,1.444598,-0.168232,0.2441,144.871807,7367.275017,NaN,0.160379,-1.47294,-0.79203,-0.204893,55.575781,60.76352,65.236814,0.00157,0.003652,0.02381,0.760608,0.948352,0.060495,0.187744,0.877225,0.17,76.232862,1.282559,1.309489,1.33171,0.537816,1,0,0.3333333333,0.6666666667,0,0,0,1,0,0,0,0,0,0.6666666667,0,0,0,0,0.3333333333,0,0.6666666667,0,0,0,0,0,0,0,evaluation,approbation
CID_CM_1_871410,AB,-,0.27,0.2436598963,1.0702757109,6.9,0.27,2.9208,0.6092,0,0,ah ouais,complex,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,0.016006,0.023713,0.125,-2.64408,1.091494,0.716255,3.735573,-0.127566,0.27,559.178606,4693.7565,NaN,0.08262,-0.168099,0.258586,0.371177,68.662884,71.581927,72.352183,0.247919,1.907068,1,-3.228729,-0.003542,1.625845,3.225187,-3.203982,0.05,57.772978,-1.600553,-1.296883,-1.144253,0.724928,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0.75,0,0,evaluation,inattendu
MTR_ROX_7_176182,ROY,G,0.834,0.7484611859,0,2.628,0,0,0,0.452,7.919,voilà * donc,complex,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,6,euh,bars,euh_ouais,deux_bars,0,0,2,13,tu,bonimenteurs,tu_a-,les_bonimenteurs,0,2,0,NoData,0.002275,0.001089,1.247312,-0.854645,0.458901,0.378986,1.313547,-0.463178,0.834,173.21283,6958.459335,NaN,0.513646,-6.294813,-2.622896,-0.960529,34.273984,54.439855,63.569443,-0.009492,-0.015066,0.657895,-1.121372,-0.24517,0.272281,0.876201,-0.714955,0.25,61.948842,-3.225181,-0.214009,0.364832,0.011767,0.016155,0,0.3333333333,0,0,0,0.6666666667,1,0,0,0.6666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
CID_MG_1_3098210,BX,-,0.2369366132,0.8542612228,0.344818771,2.93,0,0,0,0.0370229352,0.7834589682,mh,mh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,10,*,enfants,*_tu,petits_enfants,0,1,0,10,mais,@,mais_je,vie_@,1,0,1,NoData,0,0,Inf,NaN,NaN,NaN,NaN,NaN,0.2369,298.568365,6934.543537,NaN,0.187184,-1.166766,-0.638086,-0.403246,60.932006,64.591449,66.216978,-0.007524,-0.008454,1,-2.668311,0.699621,1.283934,3.367931,-0.03016,0.3547,60.494945,-2.711383,-1.657556,-0.945259,NaN,1,0,0.6666666667,0.3333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,ack,None
CID_LL_1_2284250,NH,-,0.3068,0.7603753833,2.0303603388,1.16,0,0,0,0.0347,0.1532,ouais ouais,ouais+,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,8,'c''',faire,'c''_est',le_faire,0,0,0,2,oui,oui,oui_oui,oui_oui,0,0,2,NoData,0.006952,0.009029,0.1,0.260399,1.249656,0.30303,0.989257,0.940242,0.3068,280.341507,2063.473814,9029.560038,0.061654,-1.170875,0.155721,0.564686,57.349474,67.539167,70.680462,-0.010545,-0.014545,2.372093,-1.554444,-0.606704,0.278103,0.94774,-1.048078,0.2891,52.060334,-3.542679,-1.878804,-0.34295,0.010175,1,0,0.1666666667,0.8333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666667,0,0.1666666667,0,0,0,0,0,evaluation,approbation
CID_IM_1_2268510,ML,-,0.3665,0.6237196242,0.9135,0.68,0.325843523,0.8095726512,0,0,4.9435,ah ouais,complex,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,5,ah,récré,ah_de,de_récré,0,0,1,NoData,-0.000923,-0.001003,0.157233,-0.159381,0.618946,0.16519,0.778327,0.530965,0.3665,286.028286,2329.42963,7539.149054,0.154368,-0.084755,0.476774,0.578364,67.612014,71.315806,71.985883,-0.002639,-0.002336,0.948276,-0.059111,0.800918,0.240044,0.860029,0.343914,0.45,57.148893,-2.208149,-0.766718,0.108027,1.055689,1,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,None,None
CID_YM_1_2383309,AG,-,0.9031223117,0.6666704927,0,0.5663776883,0.1264223117,1.0484776883,0,0,5.496,@ ouais *,complex,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,22,ils,quoi,ils_se,ça_quoi,0,0,2,NoData,-0.006729,-0.002977,11.555556,0.856346,2.248229,0.427143,1.391883,1.510372,0.9031,185.207812,3506.226953,8788.561132,0.94407,-2.894418,-1.040485,0.613683,52.263174,64.454918,75.332985,-0.007674,-0.013582,0.118812,-0.849061,0.105582,0.270434,0.954642,-0.749112,0.2249,60.047506,-1.638595,-0.86179,-0.101877,0.017162,1,0,0.3333333333,0.6666666667,0,0,0,0.6666666667,0.3333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666667,0,evaluation,amuse
MTR_VEY_6_178727,VEX,G,1.379,0.7175877597,0.747,2.547,0,0,0,1.908,0.197,et euh mh,complex,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,2,mh,mh,mh_mh,mh_mh,0,0,2,8,et,remonter,et_là,vas_remonter,0,1,0,NoData,-0.002696,-0.000781,0.204188,-4.097867,0.26465,0.556027,4.362518,-0.800263,1.379,318.556346,7295.548976,NaN,0.092161,-1.041653,0.085702,0.740192,60.088774,67.399495,71.643766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,1,1,0,0,0.3333333333,0,0,0.6666666667,0,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
CID_YM_1_1337300,AG,-,0.49,0.3740757583,0.8850834008,0.4853,0.13,1.6099,0,0,-0.06,ouais ouais,ouais+,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,1,#,#,-,-,0,0,0,6,ouais,six,ouais_ouais,faisait_six,0,0,2,NoData,-0.004453,-0.00362,0.892308,-2.00335,2.11438,1.177377,4.11773,0.536566,0.49,439.594776,8489.678955,NaN,0.251989,0.04738,0.644178,0.860398,71.608892,75.533526,76.955419,0.000508,0.000508,0.069519,-2.068167,2.646605,0.380222,4.714771,1.638916,0.3999,73.813025,0.689426,1.077486,1.525234,0.507278,1,0,0.6666666667,0.3333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,ack,None
CID_NH_1_2506830,LL,-,0.2276,0.8344672527,8.1224,11.3897,0.2276,2.41,1.1392,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6151142355,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,0.015732,0.027599,0.2,-4.508047,-0.066376,0.943883,4.441672,-0.263241,0.2276,236.213564,1564.607408,NaN,0.097888,-0.743363,-0.207684,-0.122391,60.310188,63.677503,64.213663,-0.010211,-0.013524,0.540816,-4.024793,0.281094,1.31726,4.305887,-2.84018,0.3,58.202891,-1.896983,-0.418153,-0.156863,0.878266,1,0.1428571429,0.8571428571,0,0,0,0,1,0,0,0.1428571429,0,0,0.8571428571,0,0,0,0,0.1428571429,0,0,0,0,0,0,0,0,0,ack,None
CID_MG_1_2968634,BX,-,0.3827790966,0.8185337577,4.4189696062,6.8418382897,0.3827790966,3.7046586836,0.1625622199,0,0,mh mh,mh+,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.6409475299,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,0,0,Inf,NaN,NaN,NaN,NaN,NaN,0.3827,334.524242,7220.904843,NaN,0.142368,-2.056099,-1.363219,-1.191648,54.77617,59.572184,60.759774,-0.008253,-0.035883,2.833333,-0.2063,-0.084541,0.033765,0.121759,-0.158513,0.09,69.009571,-0.599471,-0.289776,-0.100002,NaN,1,0,0.6666666667,0.3333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,ack,None
MTR_BLX_3_154181,BLY,F,0.33,0.2672303345,4.941,0.671,0.33,0.729,3.272,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7575757576,1,#,#,-,-,0,0,0,3,ok,capte,ok_je,je_capte,1,0,1,NoData,0.014659,0.017661,0.22963,-1.703651,0.768881,0.748921,2.472532,-1.4098,0.33,273.033743,2056.225157,4356.971419,0.128399,-1.474889,-0.66929,-0.257359,52.689175,58.444378,61.387217,0.022633,0.02572,2.666667,-0.602004,1.62094,0.632074,2.222944,0.846774,0.351,56.755214,-4.69638,-2.098817,0.311026,0.007974,0.008058,0,0.5,0.25,0.25,0,0,1,0,0,0,0,0,0.5,0,0.25,0,0.25,0,0,0.25,0,0,0,0,0,0,0,None,None
CID_YM_1_2837260,AG,-,0.5018927424,0.7936515263,0,2.85,0.5018927424,3.775,1.9839072576,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3882855675,1,#,#,-,-,0,0,0,1,ouais,ouais,-,-,0,0,1,NoData,-0.005832,-0.004647,0.512048,-0.31384,2.079111,0.441952,2.39295,0.100017,0.5019,209.748283,3614.985374,NaN,0.169446,-0.790318,-0.23183,0.037648,66.100057,69.772763,71.544891,0.001336,0.000968,0.082353,-2.921198,0.659879,0.263152,3.581077,-0.742647,0.55,61.636496,-1.020166,-0.728226,-0.552352,0.36893,1,0,0.6666666667,0.3333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,ack,None
MTR_MAY_8_320997,MAX,F,0.328,0.855628529,8.963,1.694,0.214,0,0.448,0.252,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.487804878,9,tu,en_même_temps,tu_continues,deux_en_même_temps,0,1,0,2,mh,mh,mh_mh,mh_mh,0,0,2,NoData,0.010062,0.012196,0.078431,-0.234679,2.362805,0.777463,2.597483,0.176246,0.328,301.487112,2672.169447,4690.824436,0.079722,-1.075592,-0.232758,0.089909,61.734117,67.52718,69.744973,0.005694,0.005781,0.407143,-0.928095,2.008474,0.800113,2.936569,0.00842,0.393,68.460333,-1.864738,-0.545109,0.09037,0.004368,0.006415,0,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.25,0,0.25,0,0.25,0,0,0,evaluation,None
CID_CM_1_1116620,AB,-,0.21,0.3122244562,0,0.2017,0.0849,0.94,0,0,1.4726,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7619047619,1,#,#,-,-,0,0,0,17,bien,mh,bien_y,très_mh,1,0,1,NoData,0.002419,0.004564,0.081633,0.173415,0.63429,0.107779,0.460875,0.261191,0.21,295.990928,NaN,NaN,0.042596,-0.050776,0.070551,0.168519,69.465519,70.295538,70.96576,0.032454,0.033632,1.168539,-3.23225,0.203249,1.311279,3.435499,-0.173112,0.3849,55.928485,-2.446732,-1.597082,-0.595753,0.883761,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,evaluation,approbation
MTR_BLY_2_384533,BLX,F,0.595,0.9905438869,3.0759,1.399,0,0,0,2.113,3.0759,'ok ben c''est bon',complex,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,4,non,garder,non_non,les_garder,0,0,2,1,'d''accord','d''accord',-,-,0,0,1,NoData,0.000967,0.000649,1.568966,-1.34879,0.610363,0.566482,1.959153,0.125119,0.595,252.683009,6582.378779,NaN,0.42913,-3.516046,-1.634236,-0.421086,45.651464,57.921757,65.832067,-0.004457,-0.004348,0.331169,-0.721812,0.434254,0.361531,1.156067,-0.390551,0.408,60.506,-0.642778,-0.341961,0.25454,0.005424,0.004997,0,0.3333333333,0.3333333333,0,0,0.3333333333,1,0,0,0,0,0.6666666667,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,None,None
CID_AB_1_1956629,CM,-,0.2705,0.5471042805,0.26,7.6795,0.2705,1.9295,0.45,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1109057301,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,-0.012284,-0.018065,0.133333,-0.305766,1.412508,0.514587,1.718275,0.082509,0.2705,250.834573,2761.805083,7807.399641,0.058245,-0.517509,0.342582,0.452251,64.441202,71.437596,72.329698,-0.01434,-0.079668,0.058824,0.711608,1.128636,0.147605,0.417028,0.994461,0.07,75.381059,0.704178,0.857881,0.998131,0.630594,1,0,0.3333333333,0.6666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0.3333333333,0,0,0.3333333333,0,evaluation,None
CID_AP_1_1141537,LJ,-,3.4056713545,0.2815061787,1.2312624081,0.4685844707,3.1810558252,0,2.6972441748,0.8470844707,0,@,@,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,21,bon,te,bon_y,qui_te,0,0,2,1,mh,mh,-,-,0,0,1,NoData,-0.001939,-0.000228,3.743733,-5.303103,3.121025,1.281951,8.424128,1.965228,3.4057,632.061439,3586.058332,7377.537781,0.731265,-4.924781,-4.146478,-2.182331,33.759552,39.6646,54.566756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0.6666666667,0,0,0.3333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666667,0,evaluation,amuse
CID_LL_1_2230618,NH,-,0.1781036,0.7425224971,1.1850564709,2.9256964,0.1781036,0.2111964,1.1039,0,0,mh,mh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,#,#,-,-,0,0,0,1,mh,mh,-,-,0,0,1,NoData,-0.007467,-0.016593,0.636364,0.340954,0.69115,0.129902,0.350196,0.4599,0.1781,231.810896,6929.587284,8826.073523,0.229263,-4.194444,-2.787514,-1.485718,34.125198,44.931942,54.931143,-0.002264,-0.006859,0.375,-0.383126,0.116915,0.121928,0.500041,-0.120171,0.13,60.179109,-1.651036,-0.386356,0.25129,0.567911,1,0,1,0,0,0,0,1,0,0,0.1666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
MTR_ROX_5_128567,ROY,G,0.61,0.3839340587,0,3.389,0,0,0,0.125,0.7909,voilà bon voilà,complex,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,14,'j''',diamants,'j''_arrive',de_diamants,0,0,0,13,tu,diamants,tu_arrives,de_diamants,0,1,0,NoData,-0.000505,-0.00033,0.24898,-0.922648,0.425506,0.214661,1.348154,-0.486315,0.61,176.667442,1564.836794,6767.518105,0.155548,-1.650914,-0.350134,-0.117023,62.349688,68.957003,70.141092,-0.006182,-0.007728,0.259843,-1.204612,0.036575,0.378883,1.241187,-0.654044,0.319,62.527998,-1.161326,-0.399376,0.180407,0.005678,0.007398,0,0,1,0,0,0,1,0,0,0,0,0,0.3333333333,0,0,0.6666666667,0,0,0,0,0,1,0,0,0,0,0,evaluation,confirmation
MTR_BLY_2_288215,BLX,F,0.301,0.7424320054,0.56,0.865,0,0,0,0.292,0.09,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2325581395,17,*,dessous,*_et,en_dessous,0,2,1,1,#,#,-,-,0,0,0,NoData,0.023555,0.031198,0.735632,-2.074723,1.74073,0.945792,3.815453,-0.454216,0.301,396.576824,1631.795789,3007.984055,0.238606,-1.710233,-0.551962,0.10098,57.42622,64.978694,69.236183,0.012119,0.01269,1.076087,-0.578152,2.018084,0.820171,2.596236,0.583018,0.38,52.175114,-3.457143,-1.679239,0.602214,0.011436,0.018508,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ack,None
CID_ML_1_206211,IM,-,0.2388,0.0566970599,2.2302,3.4547040031,0.2388,1.7373,2.2202,0,0,ah ouais,complex,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,1,@,@,-,-,0,0,1,NoData,-0.004053,-0.006755,0.212121,0.654708,4.040704,0.334564,3.385997,0.785636,0.2388,325.984141,3155.605048,8128.915978,0.119881,-0.194954,0.699073,0.768421,63.711723,69.371652,69.810686,-0.01538,-0.146472,0.105263,0.317329,0.618827,0.087762,0.301499,0.504925,0.04,70.126316,0.19304,0.249921,0.350207,0.976381,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,evaluation,inattendu
CID_YM_1_1760570,AG,-,0.2994,0.4924748338,0.5962,3.8964,0.1892,2.1601,0,0,0.4405,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2004008016,1,#,#,-,-,0,0,0,4,ah,'d''accord',ah_ouais,'ok_d''accord',0,0,4,NoData,-0.001265,-0.001686,0.5625,0.621498,0.962452,0.084773,0.340954,0.822051,0.2994,143.790882,4235.760817,7328.922458,0.199454,-3.149413,-2.565058,-2.324529,50.586288,54.429097,56.010847,0.002815,0.002963,6.307692,-0.853271,-0.230782,0.178824,0.62249,-0.542276,0.3793,46.948157,-3.223454,-2.782562,-2.517724,0.033843,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
CID_AG_1_479930,YM,-,0.15,0.1342482455,0,2.0181360604,0,0,0,1.0926,8.9279267975,bon et,complex,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,4,'qu''est-ce_qui_peut_y',insolite,'qu''est-ce_qui_peut_y_avoir','d''_insolite',0,0,0,14,ouais,*,ouais_+,avoir_*,0,0,2,NoData,0.001391,0.003661,2.8,-0.833301,-0.50038,0.080579,0.332921,-0.520799,0.15,644.075662,8816.473603,NaN,0.365559,-1.054991,-0.357309,1.070256,59.915716,64.582689,74.132034,0.011219,0.006968,3.075949,-1.742474,3.37142,1.408469,5.113894,0.580285,0.6439,49.18494,-4.593002,-2.990437,-2.109844,0.333288,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
