id,oth,rol,dur,globPos,pa,pb,do,osb,osa,opb,opa,trans,simpl,size,ouais,oui,mh,laughter,dac,non,ok,ah,voila,mais,bon,et,nbouais,nbmh,phonSplit,prevSize,prevFirstTok,prevLastTok,prevFirstBi,prevLastBi,prevJe,prevTu,prevFeed,othSize,othFirstTok,othLastTok,othFirstBi,othLastBi,othJe,othTu,othFeed,gest,steepness,slope,NanRatio,f0min,f0max,f0stdev,span,height,duration,form1,form2,form3,aperiodAV,intQ1,intQ2,intQ3,intQ1raw,intQ2raw,intQ3raw,steepnessInterl,slopeInterl,NanRatioInterl,f0minInterl,f0maxInterl,f0stdevInterl,spanInterl,heightInterl,durationInterl,aperiodAVInterl,intQ1Interl,intQ2Interl,intQ3Interl,SimScore,TFcompared,contact,ack,evaluation,reponse,invitation,autre,local,global,aucune,contin,pivot,clot,assert,quest,feedback,essai,ordre,incomp,inint,approbation,desap,confirmation,doute,attendu,inattendu,amuse,gene,baseCat,evalCat
CID_YM_1_2054830,AG,-,0.48,0.5747865778,0,4.4296,0.48,1.2641,0.8743,0,0,ouais ouais,ouais+,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,-0.005532,-0.004591,0.81203,-1.828564,1.906878,1.113109,3.735442,0.957553,0.48,299.737447,5735.513466,8517.538845,0.190478,0.230632,0.465695,0.691381,72.813981,74.359794,75.843942,-0.002663,-0.003208,0.169014,-0.798982,0.08885,0.193211,0.887832,-0.670808,0.33,62.836623,-0.581524,-0.464747,-0.321018,0.519652,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0.6666666667,0,0,0,0,0,evaluation,confirmation
CID_MG_1_366560,BX,-,2.1473238138,0.1010706858,2.1369086313,7.0316524398,0.5997475602,7.8743092191,0,0,-1.3467042282,@,@,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,-,-,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,-0.018922,-0.003524,536,-3.28705,-3.268128,0.01338,0.018922,-3.277589,2.1473,3083.426309,6000.585706,8484.656966,1.145619,-4.052818,-3.308166,-2.228239,40.955164,46.10954,53.584635,0.023973,0.063087,5.909091,-2.523474,0.483814,1.082174,3.007289,0.024108,0.15,64.074861,-1.854465,-1.329263,-0.4056,0.065756,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,evaluation,amuse
MTR_MAX_7_127557,MAY,F,0.237,0.5555763652,3.206,4.343,0,0,0,0.176,0.467,oui,oui,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5063291139,7,ensuite,mort,ensuite_tu,cerisier_mort,0,1,0,1,-,-,-,-,0,0,0,NoData,-0.040313,-0.067752,2.71875,-3.81299,3.205657,2.2813,7.018647,0.059578,0.237,195.155501,3492.094245,6940.757978,0.405045,-1.24423,-0.808341,-0.311429,62.762582,65.075671,67.712587,0.022765,0.024611,0.541667,-0.562074,1.746538,0.849844,2.308612,-0.185918,0.368,60.145019,-4.006531,-0.25165,0.103738,0.063077,0.092363,0,0.25,0.75,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0.25,0,0,0,evaluation,None
MTR_BLX_6_97962,BLY,F,0.25,0.3463892592,0,0.332,0.074,1.071,0,0,0.17,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,1,#,#,-,-,0,0,0,5,le,café,le_three,euh_café,0,0,1,NoData,0.011832,0.01878,0.125,-1.18818,0.373854,0.485318,1.562033,-0.949166,0.25,513.741831,2107.339213,4506.737804,0.055392,-0.392085,0.497109,0.673851,62.194917,68.154277,69.338797,0.017458,0.039677,1.25641,-1.14303,0.345381,0.536156,1.488411,-0.705542,0.175,61.216821,-2.318534,-1.113464,-0.270673,0.005626,0.020897,0,0.3333333333,0,0.6666666667,0,0,1,0,0,0,0,0,0.3333333333,0,0,0.6666666667,0,0,0,0,0,0,0,0,0,0,0,reponse,None
CID_AP_1_2216480,LJ,-,1.54,0.5465900525,0.23,4.0569090367,0.81,2.2625,0,0,0.9588719262,'ouais ben ouais j'' imagine ouais ça',complex,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,-0.001801,-0.001354,0.027027,-0.888978,0.430681,0.292109,1.319659,-0.188991,0.53,263.791371,8100.000797,NaN,0.012604,-0.593671,-0.546337,-0.304845,66.620054,66.979182,68.811402,0.003156,0.005955,0.247059,-0.919411,-0.476522,0.099569,0.442889,-0.647007,0.21,54.929571,-1.455679,-1.270315,-1.154595,0.865184,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6666666667,0,0.3333333333,0,0,0,0,0,evaluation,approbation
CID_MB_1_33334,AC,-,1.7719020377,0.0083664741,0.9302012486,1.099719774,0,0,0,3.3340130553,29.9229926944,mh,mh,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,dummy,dummy,-,-,0,0,0,1,*,*,-,-,0,0,0,NoData,-0.007916,-0.001787,4.572327,-4.087795,1.185383,1.35538,5.273178,0.858164,1.7719,179.922406,5858.936806,8249.819181,0.821685,-2.902058,-1.823928,-0.997301,48.686119,55.775144,61.210463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0.3333333333,0,0,0.3333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,0,0,None,None
CID_AP_1_3677600,LJ,-,3.5450259301,0.9069064463,0,14.5507740699,2.6858,0,-1.9558,0.0907740699,0,@ ouais,complex,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,35,il,quoi,il_perd,euh_quoi,0,0,1,1,-,-,-,-,0,0,0,NoData,0.000375,0.000042,1.569565,-0.906514,1.96979,0.43245,2.876304,0.140843,3.545,222.602126,6354.327684,8119.769188,0.739169,-5.032015,-3.376544,-0.761297,32.945956,45.506161,65.348264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333,0,0,0,1,0,evaluation,amuse
CID_CM_1_1109340,AB,-,0.5963,0.3101888541,3.7237,1.3313,0,0,0,0.9031,0.1237,mh je_savais pas,complex,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,ah,ouais,ah_ouais,ah_ouais,0,0,2,3,mh,ouais,mh_ah,ah_ouais,0,0,3,NoData,0.007127,0.02795,0.0625,0.55061,0.939134,0.126018,0.388524,0.750294,0.1,220.784271,5805.452235,8630.493676,0.049917,-1.558478,-1.052256,-0.9752,59.151024,62.614188,63.141348,0.019507,0.032785,0.15534,-2.206411,0.36038,1.166811,2.566792,0.146265,0.2369,61.755329,-0.923969,-0.723979,-0.547055,0.58409,1,0,0,0.5,0,0,0.5,1,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0,0,None,None
CID_CM_1_3176440,AB,-,0.29,0.8881824181,0,0.71,0,0,0,1.2023,6.6663307705,ouais mais,complex,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,10,'c''',enneigé,'c''_est',moins_enneigé,0,0,0,1,ouais,ouais,-,-,0,0,1,NoData,0.002332,0.003195,0.073529,-0.389768,0.233709,0.191357,0.623477,0.046555,0.29,440.672364,6113.279384,8815.434771,0.02756,0.413931,0.865568,1.129575,72.644672,75.734413,77.540541,0.002915,0.001931,0.348214,-0.898666,0.523976,0.358443,1.422642,-0.408829,0.6026,56.646192,-2.104334,-1.079312,-0.777098,1.020933,1,0,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,evaluation,approbation
CID_YM_1_1599960,AG,-,0.16,0.4475482317,0,0.3212,0,0,0,0.1705,0.08,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,1,libres,libres,-,-,0,0,0,5,enfin,point-,enfin_tu,on_point-,0,1,0,NoData,-0.013898,-0.034744,2.636364,-1.293681,-0.215583,0.342795,1.078099,-0.988888,0.16,457.691272,7660.50469,10000,0.337913,-1.207718,-0.611009,-0.483618,63.355168,67.279224,68.116965,-0.00767,-0.007483,0.666667,-2.356434,0.836715,0.782085,3.193149,0.022507,0.4095,63.002872,-1.335997,-0.453763,0.473472,0.60893,1,0,0.3333333333,0.3333333333,0.3333333333,0,0,1,0,0,0,0,0,0.6666666667,0.3333333333,0,0,0,0,0,0,0,0.3333333333,0,0,0,0,0,None,None
CID_YM_1_3058249,AG,-,0.14,0.8554678181,0,0.4398,0.1202,0.7371,0,0,4.4377,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2142857143,1,#,#,-,-,0,0,0,32,ouais,quoi,ouais_ils,cherchait_quoi,1,0,5,NoData,-0.005974,-0.016827,1.958333,-0.197256,0.164589,0.108632,0.361845,-0.027067,0.14,161.721149,7988.441548,NaN,0.802692,-2.965803,-1.52101,-0.352046,51.793733,61.294915,68.982204,0.001489,0.002863,0.009709,-0.834984,-0.610863,0.061889,0.22412,-0.785117,0.2073,59.524631,-1.291523,-1.017469,-0.986929,0.369975,1,0,0,0.6666666667,0,0,0.3333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6666666667,0,0,0,0,0,evaluation,confirmation
CID_AC_1_112150,MB,-,1.01,0.0281479201,3.4081,5.42,0.48,0,0.5006877176,0.38,0,ouais @,complex,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,7,parce_que,négocie,parce_que_toi,qui_négocie,0,1,0,1,-,-,-,-,0,0,0,NoData,-0.006965,-0.002753,1.07377,-4.318945,1.488628,1.3695,5.807573,1.020173,1.01,NaN,NaN,NaN,0.477385,-2.648078,-1.888095,-1.365745,46.622609,52.41279,56.392484,0.012471,0.008287,0.824242,-3.561159,2.149308,1.315031,5.710467,-0.620214,0.6007,67.273016,-0.898279,-0.156287,0.820103,0.636592,1,0,0,0.6666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333,0,0,0.3333333333,0,0,0,0,evaluation,None
CID_LL_1_2662982,NH,-,0.2890096542,0.8864469002,0.7085,1.9749903458,0,0,0,0.1117903458,0.0483724466,mh mh,mh+,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.2335896162,8,ils,autres,ils_avaient,+_autres,0,0,0,2,mh,mh,mh_mh,mh_mh,0,0,2,NoData,-0.00033,-0.000455,0.066176,0.095761,1.084501,0.175171,0.988739,0.227858,0.289,215.460855,3719.758564,NaN,0.051718,-0.65991,-0.499124,-0.194512,61.274242,62.509247,64.849,-0.05399,-0.058367,2.303571,-4.367817,3.230774,2.80485,7.598591,1.867422,0.3681,53.550418,-3.729219,-1.176585,-0.16551,0.730478,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
CID_AP_1_383860,LJ,-,0.44,0.0946609297,0,1.7,0.44,4.3595,0.17,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9318181818,1,-,-,-,-,0,0,0,21,donc,mais,donc_euh,quoi_mais,2,0,2,NoData,0.002766,0.002503,0.027907,0.085204,0.943467,0.248653,0.858263,0.836341,0.44,534.578112,6107.898479,8476.800938,0.017057,0.67212,0.722266,0.744311,76.223719,76.604181,76.771441,-0.004613,-0.007625,2.184211,-0.108625,0.124451,0.053115,0.233076,-0.008934,0.24,48.345011,-3.848671,-2.525481,-0.951077,0.393998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6666666667,0,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,reponse,None
CID_IM_1_474790,ML,-,0.2447,0.1305420035,8.5413549267,0.290883166,0,0,0,3.9406522385,0.4253,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3642958403,1,@,@,-,-,0,0,1,3,*,enfin,*_mais,mais_enfin,0,0,0,NoData,-0.004407,-0.007166,0.205882,-1.284575,-0.269272,0.217419,1.015302,-0.863282,0.2447,187.636205,7826.170992,NaN,0.094943,-1.766567,-1.023496,-0.825404,56.51893,61.420162,62.726755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,1,1,0,0,0,0.25,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
CID_LJ_1_674254,AP,-,4.5191470758,0.1662729003,5.2268,20.0691503526,0.1859470758,2.4699529242,0,0,-3.9886,@ une activité animale @,complex,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,0.001152,0.000196,2.805825,-1.966143,4.344893,1.615937,6.311036,1.635083,2.3501,340.360472,7334.198664,NaN,0.646501,-1.955841,-0.845564,0.200034,52.1034,60.180063,67.786216,-0.006093,-0.009162,0.60241,-1.24722,-0.369892,0.208797,0.877328,-0.865251,0.2659,61.745168,-1.422088,-0.671933,-0.293775,0.350161,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,evaluation,amuse
MTR_ROY_2_198636,ROX,F,1.028,0.3400866362,0.286,3.299,1.028,0.862,0.735,0,0,@,@,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,#,#,-,-,0,0,0,8,tu,gauche,tu_tu,la_gauche,0,3,0,NoData,0.004841,0.001884,1.244541,-2.134379,4.821916,1.274784,6.956295,-1.062098,1.028,154.426484,3955.177967,6857.671682,0.381413,0.170011,1.486829,1.900866,36.374238,60.574659,68.183817,-0.025537,-0.029868,8.5,-2.176504,0.553781,0.852851,2.730285,0.494053,0.34,54.46153,0.005564,1.061734,1.645964,0.030378,0.031751,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,evaluation,amuse
CID_CM_1_437870,AB,-,0.32,0.1224353161,0.25,1.25,0.32,4.79,1.63,0,0,ah ouais,complex,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,-,-,-,-,0,0,0,3,très,ouais,très_anglais,anglais_ouais,0,0,1,NoData,-0.000834,-0.001036,0.769231,-2.550121,1.250835,1.375671,3.800957,-0.170497,0.32,236.298522,1593.194926,5803.226842,0.198432,-0.716471,-0.450005,-0.241714,64.911364,66.73431,68.159276,-0.002921,-0.001575,0.405303,-2.88803,0.353403,0.77956,3.241433,-0.600465,0.74,74.727381,0.584475,1.168369,1.339877,0.696239,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
CID_YM_1_1471080,AG,-,0.2834,0.4114973204,1.8405,0.4736233898,0.2834,0.73,1.0466,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4940014114,1,#,#,-,-,0,0,0,1,@,@,-,-,0,0,1,NoData,0.021085,0.029697,0.543478,0.456886,3.910165,1.311238,3.453279,0.956618,0.2834,394.985553,3116.49355,6418.312395,0.200584,-1.343503,0.427973,0.83688,62.462227,74.111724,76.800764,-0.015223,-0.066186,1.705882,0.463401,0.797147,0.097425,0.333746,0.500205,0.09,49.505282,-3.913724,-3.044583,-0.175133,0.628181,1,0,0,0.3333333333,0,0.6666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3333333333,0,0,invitation,None
CID_MB_1_1944820,AC,-,0.15,0.4881198208,0.4,0.26,0,0,0,1.256,2.4543,bon,bon,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4666666667,1,mh,mh,-,-,0,0,1,36,'l''',point,'l''_autre',travaille_point,5,0,2,NoData,0.034202,0.090007,0.101449,-0.610675,1.669214,0.772244,2.279889,-0.179632,0.15,406.165027,613.356632,6762.242512,0.113768,-0.594111,-0.153563,0.281984,63.861556,66.758286,69.622138,-0.01575,-0.021429,0.373832,-0.307434,1.406289,0.557669,1.713722,0.044683,0.2927,49.292628,-4.272411,-1.239497,-0.729762,0.70859,1,0,0,0.3333333333,0,0,0.6666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
MTR_ROY_2_454903,ROX,F,0.12,0.7788438705,0,1.587,0,0,0,0.132,6.401,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,4,mais,droite,mais_#,par_la_droite,0,0,0,15,*,dessous,*_voilà,en_dessous,0,1,2,NoData,0.004789,0.0157,1.346154,2.718815,2.869146,0.038573,0.150331,2.798581,0.12,308.575672,7038.342738,NaN,0.392331,-0.301661,-0.162316,0.075187,27.70586,30.266735,34.631559,0.023803,0.021639,4.945946,0.547752,2.212548,0.41659,1.664795,2.105861,0.438,28.975383,-0.986701,-0.728776,-0.422348,0.019014,0.005938,0,0,0,1,0,0,1,0,0,0,0,0,0.3333333333,0.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,reponse,None
MTR_BLX_6_238995,BLY,F,0.263,0.8450756518,4.286,0.843,0.263,1.154,1.742,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4182509506,1,#,#,-,-,0,0,0,2,ouais,*,ouais_*,ouais_*,0,0,1,NoData,0.011072,0.016776,0.137931,-0.892895,0.277744,0.4053,1.170638,-0.600218,0.263,279.282864,1536.05024,4247.178562,0.131649,-0.752357,0.020822,0.15966,59.780386,64.962212,65.892701,0.030305,0.037646,1.3,0.533399,2.982386,0.828639,2.448987,1.620355,0.321,63.657113,-2.872314,-0.703816,0.778003,0.019233,0.02087,0,1,0,0,0,0,1,0,0,0,0,0,0.3333333333,0,0,0,0.6666666667,0,0,0,0,0,0,0,0,0,0,ack,None
CID_ML_1_2430870,IM,-,0.2,0.6683599908,0.2362246373,12.4204,0.07,2.2988,0,0,0.24,ah oui,complex,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,#,#,-,-,0,0,0,1,-,-,-,-,0,0,0,NoData,0.015271,0.03024,0.553846,0.33402,2.122614,0.525365,1.788594,0.421446,0.2,266.012469,3043.823011,8378.904091,0.165665,-0.85073,0.232997,0.308531,59.560121,66.421009,66.899198,-0.001726,-0.003139,1.391304,-2.847754,-0.464857,0.914322,2.382897,-0.774692,0.2188,59.163436,-1.537042,-1.103792,-0.893878,0.06381,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
CID_MG_1_2592150,BX,-,0.4097,0.7147266417,2.7603,14.6677,0,0,0,0.0487,0.1003,mh mh,mh+,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.3173053454,40,moi,désert,moi_je,un_peu_désert,1,0,0,1,-,-,-,-,0,0,0,NoData,0,0,Inf,NaN,NaN,NaN,NaN,NaN,0.4097,257.899143,7113.003899,NaN,0.269385,-1.747371,-1.278522,-0.966535,56.913137,60.158448,62.317973,0.003151,0.002659,0.362069,-0.050161,1.101881,0.290179,1.152042,0.248969,0.4726,66.497685,-0.761839,-0.224141,0.249994,NaN,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
CID_YM_1_1490480,AG,-,0.15,0.4169239784,0,3.7998470052,0.15,0.4484855432,0.1776,0,0,bon,bon,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,#,#,-,-,0,0,0,1,ouais,ouais,-,-,0,0,1,NoData,0.00101,0.002659,2.304348,-0.866081,-0.217364,0.196196,0.648717,-0.685356,0.15,237.04499,8486.474374,NaN,0.33533,-1.233296,-0.774666,-0.65959,63.186967,66.202987,66.959743,-0.004384,-0.004079,0.616541,-1.199962,0.51622,0.305022,1.716181,-0.518264,0.4299,53.418416,-2.092102,-1.893579,-1.763543,0.969616,1,0.3333333333,0,0,0,0,0.6666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
CID_CM_1_280440,AB,-,0.262,0.0784154202,0.318,0.26,0.262,2.07,1.868,0,0,ah ouais,complex,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,#,#,-,-,0,0,0,1,mh,mh,-,-,0,0,1,NoData,0.001062,0.001609,0.245283,0.20778,0.575784,0.122289,0.368005,0.351456,0.262,302.277723,1910.462642,6042.167928,0.181375,-0.352758,0.296486,0.509252,67.399598,71.841211,73.296786,-0.002154,-0.006526,0.03125,-0.841264,-0.507817,0.082794,0.333447,-0.617456,0.13,81.617451,1.099922,1.649482,2.054651,0.098997,1,0,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,evaluation,inattendu
CID_AG_1_1677582,YM,-,0.17,0.4692611854,0,1.5537261587,0.0574,1.3395,0,0,1.4374,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5294117647,1,#,#,-,-,0,0,0,5,putain,vrai,putain_ouais,est_vrai,0,0,1,NoData,-0.009955,-0.02315,1.205128,-0.648446,-0.054326,0.167274,0.59412,-0.107868,0.17,235.235077,8578.54045,NaN,0.381172,-5.013755,-0.988344,0.071028,33.434538,60.361534,67.447946,-0.008859,-0.019909,1.966667,-0.812326,-0.099896,0.182845,0.712429,-0.533182,0.1769,61.963183,-2.836689,-0.836521,-0.214779,1.120541,1,0,0,1,0,0,0,1,0,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,evaluation,approbation
CID_LL_1_2720710,NH,-,0.2782,0.9056630881,1.9707488284,0.9723,0.2782,0.7009,1.8718,0,0,mh mh,mh+,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.7907979871,1,#,#,-,-,0,0,0,2,ouais,ouais,ouais_ouais,ouais_ouais,0,0,2,NoData,-0.00175,-0.0025,0.052632,0.353484,1.009681,0.128027,0.656197,0.47254,0.2782,229.810577,NaN,NaN,0.040456,-0.103834,-0.026086,0.052755,65.545505,66.142691,66.748275,0.006569,0.005034,0.007722,-0.550533,2.616432,1.106968,3.166965,0.193573,0.52,68.593981,0.231899,0.722159,1.181605,0.491807,1,0.1666666667,0.8333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
CID_AC_1_1817271,MB,-,0.479,0.4561070144,3.0473,3.0473,0.479,0.7511,1.6699,0,0,mh mh,mh+,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.3966597077,1,#,#,-,-,0,0,0,2,quelle,couleur,quelle_couleur,quelle_couleur,0,0,0,NoData,-0.002277,-0.001897,0.090909,0.023166,1.55928,0.342411,1.536113,0.468262,0.479,224.725599,7621.473461,NaN,0.05283,-2.137489,-1.025476,-0.652064,50.512693,58.984934,61.829891,0.003854,0.002329,0.208029,-0.611172,1.284931,0.635416,1.896103,0.140797,0.66,67.667259,-0.593509,0.511099,0.757007,0.92747,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
MTR_BLX_6_128521,BLY,F,0.3971,0.4544477015,0.903,3.3759,0,0,0,0.9109,0.117,ok,ok,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,8,*,café,*_et,trees_café,0,0,0,1,ouais,ouais,-,-,0,0,1,NoData,-0.004257,-0.004279,0.745614,-0.171086,2.585197,0.545465,2.756284,0.254338,0.3971,391.5377,2690.992817,4446.729245,0.391103,-3.474267,-0.783955,0.172246,41.5382,59.568617,65.977053,-0.007805,-0.008131,1.43038,-0.836372,0.616317,0.442027,1.45269,-0.412538,0.382,56.313262,-3.910197,-1.957253,-0.245908,0.003548,0.003852,0,1,0,0,0,0,1,0,0,0,0,0,0.3333333333,0,0,0,0.6666666667,0,0,0,0,0,0,0,0,0,0,ack,None
CID_LJ_1_3086959,AP,-,0.3657359636,0.7612526459,9.0133296235,1.3173267577,0.130665587,4.709334413,0,0,0.2149296235,mh mh,mh+,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.6580309595,1,-,-,-,-,0,0,0,19,ah,@,ah_ben,quoi_@,0,0,6,NoData,-0.00456,-0.004984,0.051724,-0.080732,0.671319,0.243135,0.75205,0.245953,0.3658,148.828959,6918.730043,NaN,0.035541,-1.797866,-0.734212,-0.357909,53.252587,60.990087,63.727482,-0.00976,-0.025683,0.652174,0.968623,1.449054,0.133663,0.480431,1.14309,0.15,58.975895,-2.914327,-0.441039,0.630333,0.289638,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ack,None
MTR_ROY_5_266791,ROX,F,0.271,0.7967063978,1.732,1.109,0.271,0.878,4.791,0,0,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5166051661,1,#,#,-,-,0,0,0,2,mh,ouais,mh_ouais,mh_ouais,0,0,2,NoData,0.017885,0.026301,0.214286,-0.983728,0.76003,0.639089,1.743759,-0.804897,0.271,239.969842,1347.768074,4080.310638,0.131419,-0.656869,-0.436686,-0.155485,63.173755,64.63258,66.495683,0.003876,0.002321,0.815217,-1.139961,1.668197,0.588944,2.808158,0.386292,0.667,64.396659,-2.187161,-0.542414,0.172382,0.014009,0.02398,0,0.6666666667,0.3333333333,0,0,0,1,0,0,0,0,0,0.6666666667,0,0,0.3333333333,0,0,0,0,0,0.3333333333,0,0,0,0,0,ack,None
CID_MG_1_1641570,BX,-,0.21,0.4526258784,0,0.4517487314,0,0,0,0.53949275,3.4795,ouais,ouais,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7142857143,1,@,@,-,-,0,0,1,12,@,@,@_passe,toilettes_@,0,0,2,NoData,0,0,Inf,NaN,NaN,NaN,NaN,NaN,0.21,526.125301,NaN,NaN,0.359785,-2.747932,0.113307,0.521673,49.987398,69.792484,72.61914,0.002431,0.001273,3.021053,-4.550863,0.908291,1.51648,5.459154,0.617982,0.7632,58.21171,-3.586836,-2.180847,-0.532101,NaN,1,0,0,0,0,0,1,1,0,0,0.6666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,autre,None
CID_MG_1_1579084,BX,-,2.0453669804,0.435396816,0.5595,0.5546330196,2,0,-0.3941997092,5.9146330196,0,@ ouais * alors_que normalement,complex,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-,-,-,-,0,0,0,7,les,pas,les_connaissant,étonnerait_pas,0,0,0,NoData,0,0,Inf,NaN,NaN,NaN,NaN,NaN,1.0754,NaN,NaN,NaN,0.594283,-2.67695,-0.118471,0.902124,50.478721,68.188152,75.252566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0.3333333333,0,0,0.6666666667,1,0,0,0.3333333333,0,0,0.6666666667,0,0,0.3333333333,0,0,0,0,0,0.3333333333,0,0,0,0,0,autre,None
