0,-0.486154,-0.401425,-0.0947004,-0.324005,-0.233774,0.0498421,0.139055,-0.236502,-0.0704856,0.525766,0.442934,-0.0756625,-0.702586,0.240543,0.158278,0.679612,0.587279,-0.534553,-0.270025,-0.530625,1.05246,-0.318722,-0.364804,-0.730379,-1.251,-0.285508,-0.599638,-0.959052,-0.0804956,-0.00778303,-0.174436,0.314806,-0.334884,-0.402024,-0.527706,-0.10792,-0.0329918,-0.0995583,-1.46362,0.282474,0.266424,0.512634,0.804444,-0.754036,-0.655357,-0.815774,-0.312945,1.72786,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,0.908311,-0.185812,-0.298105,-0.162701,-0.678011,-0.0301832,2.85135,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
1,-0.135526,-1.51221,-0.153788,-0.656499,-0.631139,-0.676036,-0.487316,1.02576,0.121997,-0.444868,-0.202843,0.385822,1.55189,0.0522693,-1.03352,-1.05941,1.11107,-0.0833598,5.44991,-1.45594,-1.06615,1.82246,-1.1378,-1.50648,-1.87827,-0.990119,-1.25482,-1.41855,-0.0588615,-0.000141327,-0.259392,0.681717,-0.556494,-0.983226,-1.01104,0.0215375,-1.30786,-2.98202,1.21609,0.730766,0.210627,-0.909408,-1.26927,-0.754036,-0.655357,-0.815774,-0.312945,-0.578752,2.63117,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,-0.525498,-0.185812,3.35452,-0.162701,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
0,-0.307098,-0.727206,-0.00251874,0.104549,-0.42007,1.68008,-0.487316,-0.236502,-0.0602791,-0.34312,-0.196781,-0.0941705,0.211945,-0.685018,-0.749127,-0.668603,-0.717079,-0.304143,-0.304642,-0.814351,0.591404,-0.845007,-0.0573087,-0.0634537,-0.197221,0.1285,0.241484,0.246463,-0.245635,-0.131123,1.93575,0.274792,-0.941347,-0.909557,-0.96738,-0.513976,-0.670428,-0.29491,-0.956476,-1.82909,-1.29605,1.45283,0.804444,1.37244,0.16471,-0.815774,-0.312945,1.72786,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,2.34212,-0.185812,-0.298105,-0.162701,-0.678011,-0.0301832,-0.350711,3.0235,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
1,-0.298319,1.35633,-0.153788,-0.172608,0.0846491,-0.56576,0.308691,-0.236502,-0.0704856,-0.0715231,-0.0709349,-0.0982962,0.752777,-0.378348,-0.848058,-0.819465,0.22848,-0.292809,0.0223102,2.1265,-1.06615,-0.998528,0.601426,0.760601,0.5995,0.462935,0.650125,0.463056,0.179578,0.119733,-0.257047,0.396165,-0.342292,-0.565571,-0.602296,-0.121254,-0.415454,0.474612,0.560554,0.133803,-0.149821,1.59006,0.804444,-0.754036,0.16471,-0.815774,-0.312945,-0.578752,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,4.35612,-0.175055,-0.665545,-0.525498,-0.185812,-0.298105,-0.162701,1.4749,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
0,-0.124276,-0.592808,-0.097419,-0.475893,-0.631139,-0.676036,-0.487316,-0.176554,-0.0630617,-0.747633,-0.298706,0.340471,0.17315,-0.0559985,0.301514,-0.165003,-0.235317,-0.0689204,3.88414,1.68217,-1.06615,3.83595,-0.704953,0.265068,0.778961,-0.29495,0.642266,1.09493,0.219789,0.0772142,-0.182913,0.281687,0.314396,0.0374967,0.00724885,0.0397696,0.318023,0.469184,0.522659,0.670799,0.655412,0.468918,0.804444,-0.754036,-0.655357,-0.815774,-0.312945,-0.578752,2.63117,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,-0.525498,-0.185812,3.35452,-0.162701,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
0,-0.193924,1.47252,0.290465,1.12285,0.261622,0.237938,3.20883,-0.236502,-0.0704856,-0.667202,-0.295228,-0.0363387,0.155669,0.283916,0.300374,0.104669,-0.580503,-0.158507,-0.31877,-1.45594,-1.06615,1.04986,-1.56318,-1.31197,-1.02845,-1.5381,-1.22667,-0.893179,-0.194433,-0.109631,-0.255581,0.0845335,-0.69295,-0.575514,-0.612532,-0.354624,-0.75542,0.765708,0.865252,0.36341,-0.206317,1.91328,0.804444,-0.754036,-0.655357,-0.815774,-0.312945,-0.578752,-0.380058,3.67693,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,-0.525498,5.38179,-0.298105,-0.162701,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
1,-0.539597,1.03644,-0.153788,0.357822,-0.631139,-0.676036,-0.487316,2.4729,-0.00278183,-0.921386,-0.925851,-0.0884724,0.402538,-0.720716,-0.662413,-0.830594,-0.35331,-0.603334,-0.281633,1.15532,1.72632,-0.397662,0.880532,0.351918,0.0522035,0.950351,0.424668,0.161676,-0.0588615,-0.000141327,-0.259392,0.681717,-0.556494,-0.983226,-1.01104,0.0215375,-1.30786,-2.98202,1.21609,0.730766,0.210627,-0.909408,-1.26927,1.64788,-0.655357,-0.815774,-0.312945,-0.578752,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,4.35612,-0.175055,-0.665545,-0.525498,-0.185812,-0.298105,6.14626,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
2,-0.322447,-0.840595,-0.153788,-0.221535,0.0437469,1.27742,3.30968,-0.236502,-0.0704856,-0.141049,-0.102608,-0.0998093,0.811658,-0.73193,-1.11669,-1.1288,-0.0416587,-0.323862,-0.15533,-0.0889795,1.27086,-0.936215,1.33231,0.989882,1.01193,1.44457,1.07341,1.04112,-1.44867,-0.974722,0.236548,-2.26182,-2.62361,0.529734,-0.135616,-4.22052,-0.670428,0.295086,-0.904236,-1.16521,0.180023,-0.909408,0.804444,-0.754036,0.16471,-0.815774,3.19545,-0.578752,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,5.7125,-0.665545,-0.525498,-0.185812,-0.298105,-0.162701,1.4749,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
0,-0.539597,0.0852148,0.548219,-0.0298819,-0.324372,-0.173545,1.12621,-0.236502,-0.0704856,-0.150778,-0.112842,-0.0961034,1.11564,-0.118663,-0.857423,-0.879861,0.657796,-0.603334,-0.235351,-0.12345,1.13154,-0.829507,0.491251,0.242011,0.179047,0.457534,0.278028,0.296963,-0.897522,-0.629649,0.0743726,1.51889,1.14777,-0.269687,-0.388386,1.85877,-0.712924,0.206958,-0.403983,-0.763251,-0.980226,0.41043,0.804444,-0.754036,-0.655357,-0.815774,-0.312945,1.72786,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,0.908311,-0.185812,-0.298105,-0.162701,-0.678011,-0.0301832,2.85135,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
1,-0.563725,1.29978,-0.153788,0.97532,-0.631139,-0.676036,-0.487316,-0.00406039,0.0879206,-0.422994,-0.445096,-0.0925033,0.55669,-0.55915,-0.846704,-0.817461,-0.302412,-0.634387,-0.320554,1.49678,-1.06615,-0.539043,0.500554,0.356233,-0.0184527,0.692619,0.564379,0.270253,0.264412,0.103635,-0.257905,-1.25132,-0.257191,0.657074,0.857442,-0.511171,0.100445,0.34374,0.368597,-0.0850656,-0.613895,0.821823,0.804444,0.951469,-0.655357,-0.815774,-0.312945,-0.578752,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,4.35612,-0.175055,-0.665545,-0.525498,-0.185812,-0.298105,6.14626,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
0,-0.447308,-0.740734,0.334651,1.13312,-0.631139,-0.676036,-0.487316,-0.167496,-0.0445714,-0.490847,-0.348637,-0.0974195,0.796506,-0.26737,-0.709158,-0.766427,0.108879,-0.484558,-0.250407,1.26958,1.72632,-1.00503,0.870175,0.843973,0.59144,0.645613,0.506851,0.165015,0.562413,0.146361,-0.151667,-0.8181,1.35168,0.649456,1.74724,0.603166,0.604444,0.394261,0.00867538,0.135329,0.913318,1.04332,0.804444,1.61056,-0.655357,1.22583,-0.312945,-0.578752,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,0.666353,-0.525498,-0.185812,-0.298105,-0.162701,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,1.94162,-0.170397,-0.20825,-0.0720035,-0.169452
2,-0.116154,-1.04697,0.077649,0.253014,-0.631139,-0.676036,-0.487316,-0.185292,-0.067565,-0.26244,-0.141385,-0.0739651,0.377755,-0.834081,-0.846548,-0.898854,-0.504634,-0.0583625,-0.276018,-0.423017,1.16783,0.344094,-1.62097,-0.13062,0.283826,-1.322,0.0889061,0.448952,-0.18379,-0.0247165,-0.236392,-0.145639,-0.0706403,0.167337,0.0680146,-0.560897,0.991156,0.711912,0.23634,0.383803,0.191861,-0.906185,-1.26757,0.991256,-0.655357,1.22583,-0.312945,-0.578752,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,0.666353,-0.525498,-0.185812,-0.298105,-0.162701,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,1.94162,-0.170397,-0.20825,-0.0720035,-0.169452
0,0.0210259,-0.0292679,0.483281,0.851496,-0.419945,-0.676036,0.586611,-0.16802,-0.0704856,-0.742924,-0.259282,-0.0814553,0.555842,0.683506,0.44771,0.123752,0.332557,0.118171,-0.289833,-0.00977147,-1.06615,0.0754302,-1.35197,-1.06357,-0.765449,-1.74806,-1.28921,-0.867194,-0.460195,-0.0947809,-0.180167,-2.0074,-0.169815,1.61268,1.5651,-0.136133,0.604444,0.235417,0.188264,0.3477,0.259939,1.50798,0.804444,-0.754036,-0.655357,-0.815774,-0.312945,1.72786,-0.380058,-0.271966,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,0.908311,-0.185812,-0.298105,-0.162701,-0.678011,-0.0301832,2.85135,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
3,-0.225935,-0.465606,-0.0981467,-0.434414,-0.631139,-0.676036,-0.487316,0.849074,0.0296568,1.96071,0.715419,-0.00431907,-1.71263,0.61138,2.20679,1.67557,0.823138,-0.199651,-0.28301,-0.0281366,0.888449,1.74139,-2.07471,-1.1923,-0.0572321,-0.383104,0.0646695,0.675914,-0.0588615,-0.000141327,-0.259392,0.681717,-0.556494,-0.983226,-1.01104,0.0215375,-1.30786,-2.98202,1.21609,0.730766,0.210627,-0.909408,-1.26927,-0.754036,-0.655357,-0.815774,-0.312945,-0.578752,-0.380058,3.67693,-0.135006,-0.190137,-0.279609,-0.255514,-0.177797,-0.229562,-0.175055,-0.665545,-0.525498,5.38179,-0.298105,-0.162701,-0.678011,-0.0301832,-0.350711,-0.330743,-0.0301832,-0.149441,-0.515033,-0.170397,-0.20825,-0.0720035,-0.169452
