slope,prevfirstBi,rol,feedback,simple,intQ1raw,ordre,othSize,essai,prevSize,laugh,osa,EvalFun1,prevRed,prevNbJe,nbouais,size,baseFun0.65,sess,span,mais,EvalFun0.65,intQ2raw,f0max,pb,start,pa,f0stdev,voila,dur,NanRatio,othLastBi,oth,do,non,dac,durationInterl,intQ2Interl,assert,f0min,opa,opb,prevLastBi,height,corpus,baseFun0.74,intQ1Interl,mh,othNbJe,slopeInterl,form2,form1,nbmh,prevNbFeedback,f0maxInterl,trans,oui,NanRatioInterl,ah,intQ3Interl,othFirstTok,f0minInterl,spk,duration,et,intQ3raw,id,form3,incomp,osb,intQ1,intQ3,intQ2,baseFun0.49,aperiodAVInterl,othfirstBi,posDial,baseFun1,othLastTok,prevLastTok,f0stdevInterl,EvalFun0.49,othNbFeedback,aperiodAV,prevNbTu,heightInterl,phonSplit,spanInterl,ouais,othNbTu,ok,steepnessInterl,ndo,EvalFun0.74,steepness,prevFirstTok,quest,inint,bon,gest,sa,othRed
-0.005583,'c''_est',-,0,complex,50.398953,0,1,0,4,0,1.1439,None,0,0,0,2,None,1,3.029091,0,None,58.092993,-0.054036,0.4532,3305.21,1.2361,0.713569,0,0.34,0.644231,-,YM,0.34,0,1,0.42,0.174471,1,-3.083128,0,0,S_peut-Ç¦tre,-0.242415,CID,None,-1.162929,1,0,-0.004682,7469.19253,200.97257,1,0,1.723968,'mh d''accord',0,0.278788,0,0.399526,#,-0.220178,AG,0.34,0,59.951104,CID_AG_1_3305210,NaN,0,1.3238,-2.477685,-1.049701,-1.327476,ack,67.909257,-,0.924548671,None,#,peut-Ç¦tre,0.508435,None,0,0.343686,0,0.16895,-1,1.944147,0,0,0,-0.004939,1,None,-0.004774,'c''',0,0,0,NoData,0,0
-0.002693,enfin_bref,-,0,'d''accord',49.829618,0,1,0,2,0,4.67,None,0,0,0,1,ack,1,1.003671,0,None,55.79435,-0.016416,0.8318,3309.36,4.78,0.202801,0,0.45,1,-,YM,0.45,0,1,0.16,-0.385265,1,-1.020088,0,0,enfin_bref,-0.423955,CID,ack,-2.795228,0,0,-0.043341,7803.260023,721.168711,0,0,0.277021,'d''accord',0,2.375,0,0.101943,#,-0.559628,AG,0.45,0,61.82581,CID_AG_1_3309360,NaN,0,2.437587678,-2.562797,-0.769444,-1.671108,ack,62.357015,-,0.925709528,ack,#,bref,0.242752,None,0,0.6352,0,-0.066441,-1,0.836648,0,0,0,-0.017553,1,None,-0.003043,enfin,0,0,0,NoData,0,0
-0.003645,-,-,0,ouais+,60.958909,0,37,0,1,0,0,None,0,0,2,2,ack,1,0.670497,0,None,62.064878,-0.024871,4.78,3314.59,1.9009,0.157151,0,0.35,0.073171,dÇ¸merdÇ¸_mais,YM,0,0,0,0.17,-2.196232,1,-0.695368,0.19,0.11,-,-0.325477,CID,ack,-2.338624,0,2,-0.075379,3391.326539,591.391519,0,0,2.119079,ouais ouais,0,0.194444,0,-1.92328,euh,-0.73933,AG,0.35,0,65.362893,CID_AG_1_3314590,7895.302575,0,0,-0.89904,-0.240673,-0.733705,ack,57.283996,euh_non,0.927172488,ack,mais,-,1.003586,None,1,0.037249,0,1.041592,-1,2.858409,1,0,0,-0.032413,0,None,-0.003208,-,0,0,0,NoData,0,0
0.003137,ouais_ouais,-,0,'d''accord',48.432075,0,1,0,2,0,0.04,None,0,0,0,1,None,1,2.976109,0,None,53.006155,-0.172514,1.9009,3316.8409,9.68,0.897467,0,0.8591,1.92517,-,YM,0.8591,0,1,0.44,-0.131193,1,-3.148622,0,0,ouais_ouais,-0.392854,CID,None,-1.002048,0,0,0.000219,3784.131417,763.459214,0,2,0.734512,'d''accord',0,0.347561,0,0.009877,#,-0.212788,AG,0.8591,0,57.737186,CID_AG_1_3316840.9,7812.383714,0,1.7109,-2.771721,-1.380667,-2.087925,ack,67.485086,-,0.92780212,None,#,ouais,0.145312,None,0,0.74354,0,0.189331,-1,0.947301,0,0,0,0.000242,1,None,0.006744,ouais,0,0,0,NoData,0,0
-0.012344,-,-,0,ouais,62.506021,0,1,0,1,0,0.04,None,0,0,1,1,None,1,1.867822,0,None,67.662081,1.367615,9.68,3327.38,0.23,0.400055,0,0.26,0.091667,-,YM,0.26,0,0,0.17,-0.936016,1,-0.500207,0,0,-,0.056037,CID,None,-3.228232,0,0,-0.004214,3443.927159,580.8121,0,0,-0.09953,ouais,0,3.526316,0,-0.520784,#,-0.987264,AG,0.26,0,71.677517,CID_AG_1_3327380,7979.635034,0,1.86,-0.667757,0.703322,0.10304,ack,59.344777,-,0.930750166,None,#,-,0.173228,None,0,0.061812,0,-0.499516,0.653846154,0.887733,1,0,0,-0.001812,1,None,-0.008086,-,0,0,0,NoData,0,0
0.000052,-,-,0,ouais+,67.286114,0,14,0,1,0,5.06,None,0,0,3,3,None,1,0.940356,0,None,70.275374,0.478696,0.23,3327.87,9.032726193,0.245057,0,0.49,0.029289,on_dit,YM,0.0678,0,0,0.18,-0.301736,1,-0.461659,0,0.19,-,0.37644,CID,None,-0.587632,0,0,0.041567,2805.52013,510.913431,0,1,0.934847,ouais ouais ouais,0,0.022727,0,-0.035762,des,-0.533247,AG,0.49,0,71.250245,CID_AG_1_3327870,8400.579934,0,0,0.046836,0.639447,0.493711,evaluation,69.113201,des_fois,0.930887231,None,dit,ouais,0.510184,approbation,0,0.018707,0,0.472878,-1,1.468094,1,1,0,0.018705,0.138367347,None,0.000064,ouais,0,0,0,NoData,0,0
0.000018,-,-,0,@,41.244501,0,1,0,1,1,0,None,0,0,0,1,None,1,5.461194,0,None,46.160466,4.053843,9.032726193,3337.3927,9.885784767,1.127105,0,1.911789041,4.623529,-,YM,0.197273807,0,0,0.15,-0.354309,1,-1.407351,-1.454515234,0,-,1.36873,CID,None,-2.85929,0,0,-0.005429,8524.229462,521.075088,0,0,0.161996,@,0,0.652174,0,0.190905,#,-0.048635,AG,1.9118,0,56.221828,CID_AG_1_3337392.7,NaN,0,3.572726193,-3.846216,-1.607203,-3.111311,evaluation,61.670955,-,0.933550972,None,#,-,0.056716,amuse,0,0.575614,0,0.068189,-1,0.210631,0,0,0,-0.002063,0.103188063,None,0.000088,-,0,0,0,NoData,0,0
-0.005609,-,-,0,complex,62.67401,0,11,0,1,0,0,None,0,0,1,2,None,1,6.466808,1,None,68.900503,5.559062,9.885784767,3349.1903,0,0.752526,0,0.36,0.448,vois_machin,YM,0,0,0,0.3565,-1.901598,1,-0.907746,0.8264,0.366755839,-,-0.198019,CID,None,-3.320505,0,0,0.02772,2637.889596,536.738523,0,0,2.458446,ouais mais,0,1.983333,0,-1.041198,pour,-1.557738,AG,0.36,0,74.572845,CID_AG_1_3349190.3,8109.70847,0,0,-0.642644,1.136155,0.288176,evaluation,57.105948,pour_pas,0.936851044,None,machin,-,1.445695,doute,0,0.19773,0,2.226999,-1,4.016184,1,1,0,0.024809,0,None,-0.005076,-,0,0,0,NoData,1.4597,0
-0.000392,ouais_mais,-,0,complex,71.710506,0,1,0,11,0,1.12,None,0,0,4,5,None,1,2.536184,0,None,75.023255,1.762665,0.86,3351.87,3.37,0.566422,0,1.11,0.069231,-,YM,1.11,0,0,0.28,0.35288,1,-0.773519,0,0,paraÇ©t_un_peu,1.099615,CID,None,0.121532,0,0,-0.005899,3121.590481,574.154046,0,3,2.121188,ouais ouais ouais ben ouais,0,0.014388,0,0.581093,#,1.1213,AG,1.11,0,75.753592,CID_AG_1_3351870,8444.445228,0,0.8279,0.708253,1.312669,1.203488,evaluation,73.030049,-,0.937600622,None,#,un_peu,0.238628,approbation,0,0.048537,0,1.781477,-1,0.999887,1,0,0,-0.004159,1,None,-0.00109,ouais,0,0,0,NoData,0,0
-0.003286,ouais_ouais,-,0,'d''accord',52.263461,0,1,0,5,0,5.2425,None,0,0,0,1,None,1,1.795929,0,None,61.591732,1.150331,3.37,3356.35,4.86,0.329751,0,0.41,0.391892,-,YM,0.41,0,1,0.15,-0.309942,1,-0.645597,0,0,ben_ouais,-0.177445,CID,None,-2.748617,0,0,-0.069766,8471.923116,599.166757,0,4,0.940053,'d''accord',0,1.30303,0,0.258574,#,0.084981,AG,0.41,0,64.225154,CID_AG_1_3356350,NaN,0,1.82,-2.198953,-0.410758,-0.804438,ack,64.227947,-,0.938853789,None,#,ouais,0.268193,None,0,0.219855,0,0.296497,-1,0.855072,0,0,0,-0.026511,1,None,-0.003385,ouais,0,0,0,NoData,0,0
-0.003661,-,-,0,'d''accord',53.427274,0,1,0,1,0,0.0025,None,0,0,0,1,None,1,1.556459,0,None,61.423067,0.867479,4.86,3361.62,9.07,0.294052,0,0.38,0.48062,-,YM,0.38,0,1,0.2,-0.265017,1,-0.688981,0,0,-,-0.059044,CID,None,-0.456647,0,0,0.010405,8397.93912,338.869416,0,0,0.106151,'d''accord',0,0.655738,0,-0.109449,-,-0.679302,AG,0.38,0,66.174791,CID_AG_1_3361620,NaN,0,7.09,-2.024971,-0.1193,-0.829652,ack,68.691459,-,0.940327937,None,-,-,0.157854,None,0,0.286621,0,-0.119315,-1,0.785453,0,0,0,0.005255,1,None,-0.003497,-,0,0,0,NoData,0,0
-0.059859,non_francs,-,0,complex,59.418511,0,1,0,2,1,1.912583494,None,0,0,0,5,None,1,3.616066,0,None,63.748373,0.592871,1.6,3373.05,0.700783494,0.827415,0,1.117416506,6.037037,-,YM,1.117416506,0,0,0.3589,-0.472089,1,-3.023196,0,0,non_francs,0.128135,CID,None,-1.991313,0,0,-0.062746,8453.558031,144.073689,0,1,0.510456,@ tu y tiens @,0,6.826087,0,0.311478,#,-0.606084,AG,0.3796,0,67.508105,CID_AG_1_3373050,NaN,0,1.235920862,-1.12932,0.080022,-0.482034,evaluation,65.572816,-,0.94352519,None,#,francs,0.396541,amuse,0,0.686251,0,0.012171,-1,1.11654,0,0,0,-0.056472,1,None,-0.056866,non,0,0,0,NoData,0,0
0.000583,@_tu,-,0,ouais+,65.25886,0,1,0,5,0,0.36,None,0,0,4,4,None,1,3.54888,0,None,71.467153,1.446363,0.700783494,3374.8682,3.13,0.588284,0,0.8518,0.213675,-,YM,0.8518,0,0,0.32,0.671325,1,-2.102517,0,0,tiens_@,1.075203,CID,None,0.559176,0,0,0.011724,8792.055906,479.434389,0,2,1.417687,ouais ouais ouais ouais,0,0.15,0,0.72648,#,0.097429,AG,0.8518,0,72.082197,CID_AG_1_3374868.2,NaN,0,3.054120862,-0.256226,0.763819,0.671874,evaluation,75.384315,-,0.944033785,None,#,@,0.408558,approbation,0,0.150986,1,0.855326,-1,1.320257,1,0,0,0.009438,1,None,0.001241,@,0,0,0,NoData,0,0
0.002004,mais_tu,-,0,ouais,71.19695,0,16,0,5,0,0,None,0,1,1,1,None,1,0.591591,0,None,76.962953,1.136901,0.34,3380.08,0,0.147378,0,0.15,0.225806,tout_quoi,YM,0,0,0,0.21,-0.950441,1,0.54531,13.41,0.33,je_euh,0.97233,CID,None,-2.688854,0,0,-0.020365,2287.520088,486.771825,0,0,-0.328415,ouais,0,3.818182,0,-0.292649,puis,-0.8476,AG,0.15,0,77.993125,CID_AG_1_3380080,8137.066251,0,0,0.63148,1.647464,1.49346,ack,62.414456,puis_Alice,0.945491654,None,quoi,euh,0.15274,None,1,0.095133,1,-0.756135,0.666666667,0.519186,1,1,0,-0.010794,0,None,0.000761,mais,0,0,0,NoData,5.15,0
-0.001866,-,-,0,complex,48.469578,0,24,0,1,0,5.145877467,None,0,0,0,2,None,1,2.688294,0,None,70.346249,0.863317,4.8545,3420.5645,0.7984,0.539368,1,0.3926,1.345238,aussi_euh,YM,0.327423564,0,0,0.4355,-0.472998,1,-1.824977,0,0.3845,-,0.56795,CID,None,-1.001922,0,1,-0.000364,2505.99207,665.001509,0,0,1.222865,ah voilÇÿ,0,4.069767,1,-0.023276,mais,-2.00335,AG,0.3926,0,78.509281,CID_AG_1_3420564.5,7675.576787,0,0,-2.766114,1.724626,0.504306,evaluation,67.874242,'mais_c''',0.956816166,None,euh,-,0.841029,approbation,0,0.394466,0,-0.620968,-1,3.226215,0,2,0,-0.000397,0.833987683,None,-0.001838,-,0,0,0,NoData,0,0
0.009482,ah_voilÇÿ,-,0,complex,38.856705,0,1,0,2,0,3.722977467,None,0,0,1,4,None,1,0.304115,0,None,68.602831,0.347827,0.7984,3421.7555,0.81,0.0878,0,0.6245,1.151515,-,YM,0.6245,0,0,0.22,-1.845596,1,0.043712,0,0,ah_voilÇÿ,0.118675,CID,None,-2.881486,0,0,-0.02817,8079.718277,538.402126,0,2,0.881618,ah ouais toi tu,0,1.413043,1,0.023479,#,-0.242183,AG,0.14,0,73.77294,CID_AG_1_3421755.5,NaN,0,1.125823564,-4.203176,1.016574,0.243676,ack,59.610646,-,0.957149318,None,#,voilÇÿ,0.260679,None,0,0.427316,0,0.709307,-1,1.123801,1,0,0,-0.015634,1,None,0.003366,ah,0,0,0,NoData,0,0
0.006021,ah_ouais,-,0,ouais,70.225585,0,1,0,4,0,2.722977467,None,0,0,1,1,None,1,0.743092,0,None,73.054676,0.467036,0.81,3423.19,0,0.204232,0,0.19,0.28,-,YM,0.19,0,0,0.41,-0.280171,1,-0.276056,0,0,toi_tu,0.243782,CID,None,-0.570411,0,0,0.007108,2945.056923,707.34292,0,2,1.492697,ouais,0,0.009804,0,0.564004,#,-0.393689,AG,0.19,0,75.841062,CID_AG_1_3423190,8250.906629,0,2.560323564,0.486267,1.325745,0.909198,ack,71.029395,-,0.957550583,None,#,tu,0.590655,None,0,0.159773,1,0.039717,0.684210526,1.886386,1,0,0,0.007321,1,None,0.00289,ah,0,0,0,NoData,1.85,0
0.053365,'ouais_c''',-,0,ouais,56.137387,0,1,0,17,0,0.312977467,None,0,0,1,1,None,1,2.706599,0,None,58.998222,-0.364101,0.39,3425.62,0.5695,0.842639,0,0.17,0.365079,-,YM,0.17,0,0,0.19,-0.083341,1,-3.0707,0,0,est_vrai,-0.721836,CID,None,-0.408087,0,0,-0.016078,3292.183513,501.08225,0,1,0.432183,ouais,0,2.096774,0,0.138982,-,-0.194703,AG,0.17,0,59.746353,CID_AG_1_3425620,7602.706594,0,4.990323564,-1.619827,-1.08031,-1.19215,autre,69.460775,-,0.958230314,None,-,VRAI,0.20355,None,0,0.148666,0,-0.035534,0.176470588,0.626885,1,0,0,-0.007717,1,None,0.022947,ouais,0,0,0,NoData,0,0
-0.001559,-,-,0,mh+,56.637272,0,1,0,1,0,0,None,0,0,0,3,None,1,3.07014,0,None,62.948996,-0.073129,4.616280628,3437.5334,5.472711372,0.568264,0,0.533902061,0.277512,-,YM,0.196613433,0,0,0.25,-0.366777,1,-3.143269,0.272711372,0,-,-0.393511,CID,None,-0.788506,1,0,-0.015483,3030.331884,219.414655,3,0,1.018264,mh mh mh,0,0.326316,0,-0.004109,-,-1.885847,AG,0.5339,0,66.326115,CID_AG_1_3437533.4,7266.264439,0,4.249286567,-1.545097,-0.096678,-0.601535,ack,68.24742,-,0.961562782,None,-,-,0.896578,None,0,0.205758,0,-0.213275,-1,2.904111,0,0,0,-0.009754,0.368257491,None,-0.002081,-,0,0,0,NoData,0,0
0.005916,'encore_l''',-,0,complex,54.143662,0,1,0,20,0,0,None,0,1,1,2,None,1,2.801506,0,None,62.537457,-0.027321,2.2684,3467.3684,0.95,0.396111,0,0.3616,0.436508,-,YM,0.1616,0,0,0.27,-2.17179,1,-2.828826,0.93,0,ouais_ouais,-0.303882,CID,None,-3.62454,0,0,-0.037377,8762.962262,208.758121,0,6,1.635968,et ouais,0,2.675676,0,-0.898928,-,-0.321907,AG,0.3616,1,65.763604,CID_AG_1_3467368.4,NaN,0,4.0484,-1.917876,-0.18077,-0.663058,evaluation,55.972167,-,0.96990837,None,-,ouais,0.579531,approbation,0,0.240311,1,0.013893,-1,1.957874,1,0,0,-0.025417,0.446902655,None,0.005354,encore,0,0,0,NoData,0,0
-0.035728,et_ouais,-,0,ouais,54.25177,0,1,0,2,0,0.31,None,0,0,1,1,None,1,2.889433,0,None,59.400092,2.86732,0.95,3468.68,0,1.07705,0,0.27,0.247706,-,YM,0.27,0,0,0.06,2.997463,1,-0.022113,0,0,et_ouais,1.677081,CID,None,0.887123,0,0,-0.369442,8475.890426,404.945899,0,1,3.523014,ouais,0,0.25,0,3.356154,#,2.347446,AG,0.27,0,74.4406,CID_AG_1_3468680,NaN,0,0.02,-1.901714,1.116385,-1.132073,autre,82.744104,-,0.970275257,None,#,ouais,0.413841,None,0,0.154529,0,2.637333,0.111111111,1.175568,1,0,0,-0.055416,1,None,-0.024295,et,0,0,0,NoData,1.7904,0
0.0403,'ouais_c''',-,0,ouais,55.575232,0,1,0,10,0,1.7646,None,0,0,1,1,None,1,2.880937,0,None,57.806687,-0.265043,0.2396,3470.98,1.3108,0.810861,0,0.16,0.109589,-,YM,0.16,0,0,0.2848,0.586108,1,-3.145981,0,0,indexÇ¸_effectivement,-0.420776,CID,None,0.199864,0,0,0.00648,8138.296095,166.248511,0,1,0.807152,ouais,0,0.108527,0,1.029791,#,-1.834239,AG,0.16,0,59.747497,CID_AG_1_3470980,NaN,0,1.1825,-1.703865,-1.080139,-1.370277,autre,73.139459,-,0.970918624,None,#,effectivement,0.324022,None,0,0.065047,0,0.580193,0.1875,2.641391,1,0,0,0.004633,1,None,0.016322,ouais,0,0,0,NoData,0,0
-0.001358,-,-,0,ouais,62.332738,0,1,0,1,0,1.22,None,0,0,1,1,None,1,0.242596,0,None,67.125328,-0.290764,11.9375,3519.16,7.1535,0.06482,0,0.25,0.076923,-,YM,0.25,0,0,0.15,-2.470774,1,-0.533359,0,0,-,-0.431777,CID,None,-3.163124,0,0,-0.126028,3390.895533,828.528649,0,0,0.059385,ouais,0,5.909091,0,-0.437285,#,-0.434553,AG,0.25,0,69.381772,CID_AG_1_3519160,7730.857164,0,1.0547,-0.693662,0.360123,0.022799,ack,58.226381,-,0.984395757,None,#,-,0.18167,None,0,0.038173,0,-0.100278,0.48,0.493938,1,0,0,-0.047891,1,None,-0.000856,-,0,0,0,NoData,0,0
-0.01643,-,-,0,ouais,57.922428,0,1,0,1,0,0.0984,None,0,0,1,1,None,1,3.028777,0,None,63.806639,-0.087839,7.3439,3535.93,1.2953,0.728778,0,0.2747,0.140496,-,YM,0.2747,0,0,0.3748,-0.515889,1,-3.116617,0,0,-,-0.471618,CID,None,-0.683763,0,0,-0.002853,NaN,7552.859381,0,0,0.519463,ouais,0,0.044444,0,-0.395363,#,-0.350472,AG,0.2747,0,67.830865,CID_AG_1_3535930,NaN,0,3.0908,-1.352975,0.128272,-0.473323,ack,67.543388,-,0.989086739,None,#,-,0.160745,None,0,0.070106,0,0.096874,0.436840189,0.869935,1,0,0,-0.002682,1,None,-0.011337,-,0,0,0,NoData,0,0
-0.007653,mais_Çõa,-,0,ouais,45.190228,0,1,0,9,0,2.6405,None,0,0,1,1,None,1,4.952738,0,None,50.71324,1.906524,3.4379,3542.3771,0.9793,1.392027,0,0.4524,4.675,-,YM,0.4524,0,0,0.28,-3.937713,1,-3.046214,0,0,en_plus_hein,-0.261249,CID,None,-4.664428,0,0,-0.004011,8952.421396,148.915709,0,0,0.367082,ouais,0,11.818182,0,-2.728381,#,-0.719626,AG,0.4524,0,57.097868,CID_AG_1_3542377.1,NaN,0,1.4814,-3.256356,-1.476241,-2.430701,autre,46.708267,-,0.990890152,None,#,hein,0.42555,None,0,0.533541,0,-0.445056,0.153047194,1.086709,1,0,0,-0.002828,1,None,-0.008686,mais,0,0,0,NoData,0,0
-0.009394,Çõa_fait,-,0,complex,62.031422,0,2,0,9,0,1.17,None,1,0,0,5,None,1,2.100344,0,None,64.714549,2.067832,0.52,3565.85,3.68,0.67604,0,0.87,0.248276,ce_truc,YM,0.3824,0,0,0.3888,-2.314723,1,-0.032512,0,2.4,y_est,0.702953,CID,None,-3.614276,0,0,-0.017969,3317.127577,523.761346,0,0,-0.32853,ah bon Çõa va hein,0,12,1,-1.257325,ce,-0.605563,AG,0.36,0,67.394199,CID_AG_1_3565850,7493.473663,0,0,-0.738707,0.062994,-0.337597,autre,55.442703,ce_truc,0.9974561,None,truc,est,0.084921,None,0,0.101873,0,-0.372259,-1,0.277033,0,0,0,-0.01752,0.43954023,None,-0.008502,Çõa,0,0,1,NoData,0,0
-0.01434,-,-,0,complex,63.321165,0,5,0,1,0,1.4764,None,0,0,1,2,None,1,1.077976,0,None,65.517406,0.526901,10.92750546,422.2,0.3769,0.323721,0,0.4736,0.076923,bon_il,YM,0.1831,0,0,0.2836,-0.447603,1,-0.551074,0,0.17,-,0.096631,CID,None,-0.643133,0,0,-0.001234,2912.234958,185.140128,0,0,-0.374667,ouais il,0,1.897959,0,-0.265781,Toulon,-1.112471,AG,0.25,0,67.112847,CID_AG_1_422200,8291.265169,0,0,-0.545899,0.020933,-0.217575,ack,68.180719,Toulon_Marseille,0.118099742,None,il,-,0.244304,approbation,0,0.038823,0,-0.766504,-1,0.737804,1,0,0,-0.000876,0.386613176,None,-0.009034,-,0,0,0,NoData,0,0
-0.062,ouais_il,-,0,ouais,39.862397,0,1,0,2,0,0.9066,None,0,0,1,1,None,1,1.146012,0,None,49.656464,-0.05232,0.3769,423.0505,10.9166,0.35071,0,0.1929,1.552632,-,YM,0.1929,0,0,0.14,0.045646,1,-1.198332,0,0,ouais_il,-0.566619,CID,None,-1.133197,0,0,-0.034857,8215.856597,108.946004,0,1,1.387531,ouais,0,1.290323,0,0.436493,#,0.875362,AG,0.1929,0,62.117797,CID_AG_1_423050.5,NaN,0,0.56,-4.052832,-0.725794,-2.588682,ack,68.624111,-,0.118337648,None,#,il,0.126016,approbation,0,0.456816,0,1.086276,-1,0.512168,1,0,0,-0.012374,1,None,-0.03007,ouais,0,0,0,NoData,0,0
-0.016286,-,-,0,ouais,64.735708,0,46,0,1,0,2.89,None,0,0,1,1,ack,1,1.269099,0,None,68.123419,0.181291,10.9166,434.16,4.74,0.304466,0,0.23,0.054545,des_santiag,YM,0.0781,0,0,0.4608,-0.430017,1,-1.087807,0,0.19,-,-0.429584,CID,ack,-2.229065,0,0,0.011736,1931.434146,185.04364,0,0,1.807204,ouais,0,1.51087,0,0.193461,et,-0.463299,AG,0.23,0,70.110155,CID_AG_1_434160,NaN,0,0,-0.334434,0.469011,0.172007,ack,64.591156,et_euh,0.121445249,ack,santiag,-,0.692907,None,0,0.040159,0,0.966938,0.52173913,2.270503,1,0,0,0.013555,0.339565217,None,-0.009446,-,0,0,0,NoData,0,0
-0.000958,-,-,0,complex,64.469724,0,11,0,1,0,0,approbation,0,0,2,3,evaluation,1,1.304512,0,approbation,67.800373,0.259803,5.43,445.74,6.637762772,0.261508,0,0.51,0.147982,le_train,YM,0,0,0,0.2746,-0.222628,1,-1.04471,0.44,0.4,-,-0.283625,CID,evaluation,-1.689066,0,0,0.029087,1773.693645,344.781968,0,0,0.341426,ah ouais ouais,0,2.631579,1,0.269094,'j''',-0.875232,AG,0.51,0,71.100869,CID_AG_1_445740,NaN,0,0,-0.374196,0.617117,0.123714,evaluation,65.855028,'j''_ai',0.12468446,evaluation,train,-,0.314361,approbation,0,0.084281,0,-0.126392,-1,1.216658,1,0,0,0.02007,0,approbation,-0.001227,-,0,0,0,NoData,0,0
-0.000251,-,-,0,@,36.710015,0,1,0,1,1,0,None,0,0,0,1,None,1,5.528381,0,None,43.371806,2.385112,6.637762772,452.8878,0,0.769607,0,1.898737228,4.135135,-,YM,1.062237228,0,0,0.2128,1.77153,1,-3.143269,-0.061682564,0,-,1.10073,CID,None,1.360948,0,0,0.000152,NaN,NaN,0,0,2.00872,@,0,7.916667,0,2.260476,#,1.894522,AG,1.8987,0,69.539294,CID_AG_1_452887.8,NaN,0,0.931962772,-4.524093,0.383671,-3.528198,evaluation,81.528435,-,0.126683866,None,#,-,0.03623,amuse,0,0.75139,0,1.955513,-1,0.114198,0,0,0,0.000081,0.559444041,None,-0.001191,-,0,0,0,NoData,0.9847,0
0.000925,-,-,0,complex,62.083945,0,6,0,1,0,-0.04,approbation,0,0,1,5,evaluation,1,1.310393,1,approbation,65.06485,0.160269,4.7588,460.53,0.4,0.381729,0,0.89,0.121569,comme_Çõa,YM,0.483153991,0,0,0.22,-0.921633,1,-1.150123,0,0.47,-,-0.635938,CID,evaluation,-1.917914,0,0,-0.01579,1851.544069,255.601188,0,0,0.148858,ah ben ouais mais Çõa,0,8.25,1,-0.520361,de,-0.424358,AG,0.57,0,67.075213,CID_AG_1_460530,8706.321942,0,0,-0.730855,0.015307,-0.285229,evaluation,62.631118,de_discuter,0.128821588,evaluation,Çõa,-,0.211435,approbation,0,0.076865,0,-0.032178,-1,0.573216,1,0,0,-0.008763,0.542869653,approbation,0.001322,-,0,0,0,NoData,0,1
-0.022833,tu_dÇ¸coinces,-,0,ouais,43.314167,0,6,0,2,0,0,None,0,0,1,1,autre,1,1.35199,0,None,49.29071,-0.085356,1.513381497,474.6295,0,0.315303,0,0.176718503,0.854167,anecdotes_ouais,YM,0,0,0,NaN,NaN,1,-1.437346,0.9438,3.709481497,tu_dÇ¸coinces,-0.897861,CID,autre,NaN,0,0,NaN,NaN,8763.522085,0,0,NaN,ouais,0,NaN,0,NaN,on,NaN,AG,0.1767,0,52.973997,CID_AG_1_474629.5,NaN,0,0,-3.536815,-2.092733,-2.64336,autre,NaN,on_avait,0.13276556,autre,ouais,dÇ¸coinces,NaN,None,1,0.303496,1,NaN,0.365492669,NaN,1,0,0,NaN,0,None,-0.010161,tu,0,0,0,NoData,3.10566394,0
0.045142,tu_avais,-,0,complex,67.697054,0,1,0,9,0,0.2081,inattendu,0,0,0,2,evaluation,1,2.820279,0,inattendu,70.316667,4.209698,1.6019,510.6119,0,0.898999,0,0.21,0.261905,-,YM,0.21,0,0,0.14,-1.135742,1,1.389418,0,0,'t''_avait',3.964127,CID,evaluation,-1.305088,0,0,-0.001246,8745.179012,484.279087,0,0,-0.58439,ah bon,0,0.20339,1,-1.026546,#,-0.826947,AG,0.21,0,71.779517,CID_AG_1_510611.9,NaN,0,1.9733,0.108268,0.71857,0.499884,evaluation,63.48604,-,0.142830729,evaluation,#,avait,0.063701,inattendu,0,0.08665,1,-0.700627,-1,0.242557,0,0,0,-0.000442,1,inattendu,0.023925,tu,0,0,1,NoData,2.714,0
-0.035427,tu_as,-,0,ouais,54.756944,0,19,0,4,0,0,None,0,0,1,1,ack,1,0.92229,0,None,59.229971,-0.53879,2.0307,519.35,1.3099,0.259053,0,0.14,0.092308,tout_quoi,YM,0,0,0,0.1793,-2.491794,1,-1.461081,0.1799,0.6701,pas_prÇ¸vu,-1.243035,CID,ack,-4.067341,0,0,-0.06824,10000,7299.946154,0,0,-0.561462,ouais,0,1.368421,0,-0.925106,'j''',-1.806284,AG,0.14,0,60.489227,CID_AG_1_519350,NaN,0,0,-1.826194,-0.969255,-1.157505,ack,53.765011,'j''_ai',0.145274991,ack,quoi,prÇ¸vu,0.351052,None,1,0.059587,1,-1.12908,0.357142857,1.244822,1,0,0,-0.030708,0,None,-0.012577,tu,0,0,0,NoData,0,0
-0.003622,'mais_j''',-,0,complex,62.386641,0,1,0,26,0,0,None,1,1,1,2,evaluation,1,1.265023,0,None,67.097272,0.260567,1.6141,535.7541,0.9046,0.370615,0,0.5459,0.161702,-,YM,0.004357871,0,0,0.1699,-1.804433,1,-1.004457,0.746062845,0,vois_voila,-0.433261,CID,evaluation,-2.917322,0,0,-0.347975,1824.905002,406.992565,0,1,-0.295779,ouais voila,0,84,0,-1.044285,-,-0.295779,AG,0.5459,0,73.175605,CID_AG_1_535754.1,8177.110463,0,4.2041,-0.685604,0.927276,0.018605,evaluation,58.004714,-,0.149863622,evaluation,-,voila,0,approbation,0,0.114162,2,-0.295779,-1,0,1,0,0,-0.147889,0.00798291,None,-0.004944,mais,0,0,0,NoData,0,0
