slope,prevfirstBi,rol,feedback,simple,intQ1raw,ordre,othSize,essai,prevSize,laugh,osa,EvalFun1,prevRed,prevNbJe,nbouais,size,baseFun0.65,sess,span,mais,EvalFun0.65,intQ2raw,f0max,pb,start,pa,f0stdev,voila,dur,NanRatio,othLastBi,oth,do,non,dac,durationInterl,intQ2Interl,assert,f0min,opa,opb,prevLastBi,height,corpus,baseFun0.74,intQ1Interl,mh,othNbJe,slopeInterl,form2,form1,nbmh,prevNbFeedback,f0maxInterl,trans,oui,NanRatioInterl,ah,intQ3Interl,othFirstTok,f0minInterl,spk,duration,et,intQ3raw,id,form3,incomp,osb,intQ1,intQ3,intQ2,baseFun0.49,aperiodAVInterl,othfirstBi,posDial,baseFun1,othLastTok,prevLastTok,f0stdevInterl,EvalFun0.49,othNbFeedback,aperiodAV,prevNbTu,heightInterl,phonSplit,spanInterl,ouais,othNbTu,ok,steepnessInterl,ndo,EvalFun0.74,steepness,prevFirstTok,quest,inint,bon,gest,sa,othRed
-0.018712,*_faire,-,0,voilÇÿ,64.118928,0,1,0,14,0,0.718698644,None,0,0,0,1,evaluation,1,3.252098,0,approbation,72.396781,0.015595,1.4891,1079.35,0.2806,0.816943,1,0.36,0.425197,-,CM,0.36,0,0,0.2444,-4.005227,1,-3.236503,0,0,leur_foyer,-0.239705,CID,evaluation,-4.627032,0,0,-0.060552,2453.791478,322.594004,0,0,-3.537777,voilÇÿ,0,122,0,-3.298106,#,-3.537777,AB,0.36,0,74.729647,CID_AB_1_1079350,7872.956466,0,0.284890102,-0.557127,0.747285,0.460498,evaluation,42.348154,-,0.30180318,evaluation,#,foyer,0,approbation,0,0.184933,0,-3.537777,-1,0,0,0,0,-0.03724,1,None,-0.016935,*,0,0,0,NoData,0,0
0.003475,Çÿ_Aix,-,0.333333333,ouais,66.461832,0,2,0,2,0,0,None,0,0,1,1,reponse,1,0.432987,0,None,68.860748,0.760984,1.0603,1093.27,0.5737,0.125919,0,0.2963,0.020548,ah_ouais,CM,0,0,0,0.1176,0.242533,0.333333333,0.327997,3.5437,0.5224,Çÿ_Aix,0.516396,CID,None,-0.715555,0,0,0.211739,2785.911893,309.435408,0,0,3.633295,ouais,0,0.134615,0,0.41884,ah,0.557945,AB,0.2963,0,70.599331,CID_AB_1_1093270,8077.622454,0,0,-0.269106,0.239531,0.025801,reponse,68.646346,ah_ouais,0.30569543,None,ouais,Aix,1.125056,None,2,0.02769,0,1.608529,0.438744516,3.07535,1,0,0,0.062463,0,None,0.002589,Çÿ,0.333333333,0,0,NoData,0,0
0.007843,ah_si,-,0,complex,69.591976,0,14,0.333333333,8,0,0.5754,None,0,0,0,2,reponse,1,0.308425,0,None,70.699484,0.491609,0.7796,1105.8396,0.7348,0.087827,0,0.7204,0.03125,filles_ou,CM,0.22,0,0,0.3904,-0.617841,0.333333333,0.183183,0,0.1296,suis_sÇ¯re,0.227538,CID,None,-0.788256,0,0,-0.000939,8257.442495,275.357114,0,1,0.551276,oui exactement,1,0.010309,0,-0.550114,des,0.17928,AB,0.13,0,71.064375,CID_AB_1_1105839.6,NaN,0,0,0.115693,0.2967,0.251843,reponse,65.225958,des_foyers,0.309210087,None,ou,sÇ¯re,0.086851,None,0,0.016259,0,0.2514,-1,0.371996,0,0,0,-0.00092,0.305385897,None,0.002588,ah,0.333333333,0,0,NoData,0,0
0.074845,oui_exactement,-,0,ouais,63.887708,0,3,0.333333333,2,0,0.5531,None,0,0,1,1,reponse,1,2.480848,0,None,68.711047,0.391251,0.7348,1107.2948,0.7144,0.86283,0,0.1608,0.472727,mixtes_quoi,CM,0.0956,0,0,0.2254,-1.326026,0.333333333,-2.089597,0,0.1594,oui_exactement,0.184625,CID,None,-2.360128,0,0,0.000687,2369.924169,245.469404,0,1,0.719017,ouais,0,0.614286,0,-0.466429,non,0.029804,AB,0.1608,0,69.61649,CID_AB_1_1107294.8,7852.902821,0,0,-0.585551,0.118707,0.007398,reponse,59.01592,non_mixtes,0.309616984,None,quoi,exactement,0.122668,None,1,0.239091,0,0.164573,0.497512438,0.689213,1,0,0,0.000388,0.594527363,None,0.030312,oui,0.333333333,0,0,NoData,0,0
0.015834,-,-,0.333333333,complex,60.67205,0,3,0,1,0,0,None,0,0,1,2,None,1,2.852599,0,None,62.527274,0.646188,0.7144,1108.17,1.6231,1.182383,0,0.2669,0.145299,ah_ouais,CM,0,0,0,0.5887,-0.638467,0.666666667,-2.206411,0.9031,0.1613,-,0.16048,CID,None,-1.112444,0,0,0.001179,8362.266948,207.747718,0,1,0.841655,ah ouais,0,0.170635,1,-0.471368,mh,-3.172557,AB,0.2669,0,64.167373,CID_AB_1_1108170,NaN,0,0,-0.980863,-0.551171,-0.752794,None,63.531807,mh_ah,0.309861704,None,ouais,ouais,0.944062,None,3,0.092185,0,0.347959,-1,4.014212,1,0,0,0.001739,0,None,0.010609,ouais,0,0,0,NoData,0,0
-0.003198,'ah_j''',-,0,complex,62.8736,0,1,0.333333333,9,0,0.5483,None,0,0,1,2,evaluation,1,0.457849,1,None,68.982203,0.36038,3.91,1115.68,0,0.059937,0,0.19,0.266667,-,CM,0.19,0,0,0.12,-1.939548,0.666666667,-0.097468,0,0,garÇõons_mais,0.119958,CID,None,-2.510962,0,0,0.307895,2868.487403,234.59307,0,1,1.218534,ouais mais,0,14.25,0,-1.580458,#,-3.537261,AB,0.19,0,71.521549,CID_AB_1_1115680,7941.038962,0,2.02,-0.710219,0.352902,0.040732,evaluation,54.583479,-,0.311961618,None,#,mais,2.351656,None,0,0.138013,0,1.138894,-1,4.755795,1,0,0,0.093908,1,None,-0.001519,ah,0,0,0,NoData,0.8349,0
-0.006349,-,-,0,ouais,62.774575,0,25,0,1,0,0.8192,None,0,0,1,1,ack,1,0.533981,0,None,71.070402,0.408876,14.09,1206.88,0.9823,0.083979,0,0.2077,0.444444,Ç¸tait_cassÇ¸,CM,0.0152,0,0,0.3638,-1.763204,1,-0.125105,0,0.4541,-,0.116845,CID,None,-2.61516,0,2,0.002481,1802.164908,266.578093,0,0,0.881577,ouais,0,2.192982,0,-0.62153,et,-2.322651,AB,0.2077,0,71.766293,CID_AB_1_1206880,8202.563797,0,0,-0.722393,0.38299,0.297441,ack,57.48759,et_je,0.337462567,None,cassÇ¸,-,0.461164,None,0,0.207344,0,0.280851,0.577756379,3.204228,1,2,0,0.002258,0.073182475,None,-0.003301,-,0,0,0,NoData,0,0
-0.00121,espÇùce_de,-,0,mh+,63.223549,0,1,0,9,0,0.48,None,0,0,0,2,evaluation,1,0.642732,0,approbation,65.377608,0.843321,0.35,1210.78,0.4893,0.102673,0,0.26,0.056452,-,CM,0.26,0,0,0.3081,-0.198642,1,0.200588,0,0,etc_ouais,0.346858,CID,None,-1.602854,1,0,0.005622,8090.742421,217.618511,2,2,0.731706,mh mh,0,1.719298,0,0.460389,#,-0.041311,AB,0.26,0,67.217587,CID_AB_1_1210780,NaN,0,1.32,-0.667199,-0.176198,-0.402393,evaluation,63.716364,-,0.338553068,None,#,ouais,0.228358,approbation,0,0.034102,0,0.541836,0.538461539,0.773017,0,0,0,0.004357,1,None,-0.000793,espÇùce,0,0,0,NoData,0,0
0.007049,-,-,0,oui,75.273641,0,1,0,1,0,0.1859,None,0,0,0,1,evaluation,1,4.301941,0,approbation,76.943068,1.141897,23.0591,122.6091,0.9955,0.917809,0,0.5409,0.328431,-,CM,0.5409,0,0,0.11,-0.742831,1,-3.160044,0,0,-,0.02291,CID,None,-0.875278,0,0,0.214633,3084.845267,243.062301,0,0,0.25093,oui,1,0.513514,0,-0.610675,-,-2.337708,AB,0.5409,0,77.840996,CID_AB_1_122609.1,7971.202935,0,8.6391,0.81416,1.129773,1.019388,evaluation,64.426931,-,0.034283426,None,-,-,1.14398,approbation,0,0.151562,0,0.155797,0.517655759,2.588638,0,0,0,0.060097,1,None,0.009552,-,0,0,0,NoData,0,0
-0.002322,et_brÇ¯lÇ¸,-,0,complex,60.65254,0,1,0,2,0,1.96,None,0,0,1,2,evaluation,1,1.036346,0,None,65.795236,1.093005,2.178882129,1252.8673,0,0.260039,0,0.562717871,0.382353,-,CM,0.562717871,0,0,0.4272,-1.357337,1,0.056658,0,0,et_brÇ¯lÇ¸,0.597101,CID,evaluation,-3.075312,0,0,0.010037,8724.615776,256.597961,0,0,1.161583,ah ouais,0,1.779221,1,-0.145749,#,-3.456395,AB,0.5627,0,68.044086,CID_AB_1_1252867.3,NaN,0,2.817282129,-0.983262,-0.074594,-0.351053,evaluation,58.538399,-,0.350321332,evaluation,#,brÇ¯lÇ¸,0.937515,None,0,0.18144,0,0.380927,-1,4.617978,1,0,0,0.01074,1,None,-0.003274,et,0,0,0,NoData,1.94,0
0.000018,nus_pieds,-,0,@,37.789985,0,1,0,2,1,0,amuse,0,0,0,1,evaluation,1,8.03172,0,amuse,40.447174,4.79947,0.943101771,1260.5364,0.532092835,1.290826,0,10.41150539,8.085515,-,CM,0.253598229,0,0,NaN,NaN,1,-3.23225,-9.947907165,0,nus_pieds,2.237767,CID,evaluation,NaN,0,0,NaN,8420.764163,351.591175,0,0,NaN,@,0,NaN,0,NaN,#,NaN,AB,10.4115,0,44.514411,CID_AB_1_1260536.4,NaN,0,0.676401771,-3.793833,-2.967176,-3.467176,evaluation,NaN,-,0.352465738,evaluation,#,pieds,NaN,amuse,0,0.809832,0,NaN,-1,NaN,0,0,0,NaN,0.024357499,amuse,0.000459,nus,0,0,0,NoData,0,0
-0.035563,la_honte,-,0,oui,60.313313,0,1,0,4,0,0.7458,amuse,0,0,0,1,evaluation,1,0.914898,0,amuse,69.293469,1.745346,2.52722417,1275.2,0.2366,0.198796,0,0.1534,1.75,-,CM,0.1534,0,0,0.03,-0.413344,1,0.830448,0,0,#_@,0.969015,CID,evaluation,-2.83317,0,0,0,2786.125851,383.606372,0,1,NaN,oui,1,Inf,0,-0.221968,#,NaN,AB,0.1534,0,74.163833,CID_AB_1_1275200,7219.640651,0,0.0479,-1.024964,0.677727,0.078997,evaluation,57.923155,-,0.35656591,evaluation,#,@,NaN,amuse,0,0.55286,0,NaN,-1,NaN,0,0,0,0,1,amuse,-0.013692,la,0,0,0,NoData,0,0
-0.000051,-,-,0,@,39.153896,0,1,0,1,1,0,amuse,0,0,0,1,evaluation,1,7.457018,0,amuse,42.801941,4.223514,10.87951715,1301.4695,2.137013526,0.906866,0,3.703469324,3.451923,-,CM,2.57808285,0,0,NaN,NaN,1,-3.233503,-0.461586474,0,-,1.113286,CID,evaluation,NaN,0,0,NaN,6174.062185,296.471746,0,0,NaN,@,0,NaN,0,NaN,#,NaN,AB,3.7035,0,56.327206,CID_AB_1_1301469.5,8564.558879,0,0.867517151,-3.626163,-1.51499,-3.177696,evaluation,NaN,-,0.363911279,evaluation,#,-,NaN,amuse,0,0.698491,0,NaN,-1,NaN,0,0,0,NaN,0.696126422,amuse,-0.000471,-,0,0,0,NoData,0,0
0.012987,ils_sont,-,0,ouais,63.725928,0,1,0,3,0,0.46,None,0,0,1,1,ack,1,2.338368,0,None,66.102795,0.443732,0.5218,1308.61,1.4,0.411582,0,0.19,0.129412,-,CM,0.19,0,0,0.33,-0.888828,1,-1.894636,0,0,sont_remontÇ¸s,0.296581,CID,None,-1.051553,0,0,-0.010097,2054.90988,226.535182,0,0,0.19156,ouais,0,0.627451,0,-0.773463,#,-2.993471,AB,0.19,0,68.043203,CID_AB_1_1308610,7714.181212,0,3.8986,-0.60544,-0.074702,-0.313243,ack,62.756457,-,0.36590787,None,#,remontÇ¸s,1.185538,None,0,0.063635,0,-0.639001,0.315789474,3.185031,1,0,0,-0.00838,1,None,0.006234,ils,0,0,0,NoData,0,0
0.021523,'quelqu''un_assez',-,0,ouais,64.277764,0,1,0,3,0,2.49,None,0,0,1,1,ack,1,2.799665,0,None,65.228767,0.557716,1.42,1315.96,2.01,0.648977,0,0.19,0.103448,-,CM,0.19,0,0,0.15,-1.265871,1,-2.241949,0,0,assez_costaud,-0.030761,CID,None,-1.847625,0,0,-0.171001,8000.851382,292.295296,0,0,-0.854327,ouais,0,2.04,0,-0.189079,#,-3.280306,AB,0.19,0,66.820634,CID_AB_1_1315960,NaN,0,1.88,-0.537601,-0.224997,-0.420691,ack,62.016708,-,0.367963045,None,#,costaud,0.99455,None,0,0.056104,0,-0.99409,0.157894737,2.425979,1,0,0,-0.06498,1,None,0.010331,'quelqu''un',0,0,0,NoData,0,0
-0.001776,-,-,0,complex,64.771168,0,1,0,1,0,0,approbation,0,0,0,4,evaluation,1,0.481476,0,approbation,66.741758,0.557716,2.01,1318.16,0.66,0.083592,0,0.63,0.204819,-,CM,0.48,0,0,0.16,-0.47438,1,0.07624,0.7503,0,-,0.131847,CID,evaluation,-0.740211,0,0,0.023298,2133.348779,217.274703,0,1,0.367947,'oui c'' est vrai',1,0.065789,0,-0.419888,-,-0.342388,AB,0.2,0,68.257154,CID_AB_1_1318160,8204.200389,0,4.08,-0.476945,-0.048401,-0.234693,evaluation,65.818576,-,0.3685782,evaluation,-,ouais,0.236086,approbation,0,0.129802,0,0.249662,-1,0.710335,0,0,0,0.009436,0.761904762,approbation,-0.000888,ouais,0,0,0,NoData,0,0
-0.000426,'oui_c''',-,0,complex,55.001016,0,22,0,4,1,0.38,amuse,0,0,0,5,evaluation,1,2.112112,0,amuse,67.134866,1.983919,0.66,1319.45,0,0.584764,0,1.42,3.580645,donc_euh,CM,1.3297,1,0,0.21,-0.363682,1,-0.128193,0,0.81,est_vrai,1.002869,CID,evaluation,-0.580483,0,0,0.039396,7754.770432,337.005366,0,1,-0.541751,@ non non * non,0,0.358974,0,-0.263165,galÇùre,-2.891593,AB,1.42,0,74.641957,CID_AB_1_1319450,NaN,0,0,-1.678023,0.736505,-0.186367,evaluation,66.530444,galÇùre_quand_mÇ¦me,0.368938904,evaluation,euh,VRAI,0.763578,amuse,0,0.431516,0,-0.633576,-1,2.349842,0,0,0,0.02088,0.936408451,amuse,-0.001512,oui,0,0,0,NoData,2.97,0
0.000275,@_non,-,0,complex,64.951931,0,7,0,18,0,0,None,0,2,1,2,autre,1,6.349921,0,None,69.580083,3.524365,1.49,1325.33,0,0.84352,0,0.46,0.5,derriÇùre_euh,CM,0,0,0,0.4201,-0.494565,1,-2.825556,1.37,1.4099,dirais_euh,-0.022839,CID,None,-0.765407,0,0,0.001315,2799.382977,441.169395,0,4,-0.09033,ouais et,0,0.009569,0,-0.412978,attends,-0.453822,AB,0.46,1,72.891049,CID_AB_1_1325330,7821.663119,0,0,-0.454723,0.52126,0.114231,autre,64.528125,attends_comment,0.370583044,None,euh,euh,0.105457,None,0,0.20275,0,-0.229891,-1,0.363492,1,1,0,0.001387,0,None,0.000318,@,0,0,0,NoData,6.48,0
0.002443,-,-,0,mh,72.979608,0,1,0,1,0,3.009793762,None,0,0,0,1,ack,1,0.38542,0,None,75.186146,0.554705,6.583,133.693,22.76257253,0.122015,0,0.227,0.085714,-,CM,0.227,0,0,0.15,-1.094779,1,0.169285,0,0,-,0.331978,CID,ack,-3.781294,1,0,-0.019523,7968.673199,207.888581,1,0,-0.724804,mh,0,1.62069,0,-0.12689,#,-0.989262,AB,0.227,0,75.857147,CID_AB_1_133693,NaN,0,3.584297465,0.532146,0.885892,0.803404,ack,58.480538,-,0.037382659,ack,#,-,0.067683,None,0,0.051495,0,-0.917828,-1,0.264458,0,0,0,-0.007419,1,None,0.001393,-,0,0,0,NoData,0,0
0.000018,-,-,0,@,39.459925,0,1,0,1,1,1.316262478,amuse,0,0,0,1,evaluation,1,6.103792,0,amuse,42.005068,3.187659,3.889098954,1339.2891,17.38573099,1.177212,0,2.134638568,9.897959,-,CM,2.134638568,0,0,0.36,0.748269,1,-2.916134,0,0,-,1.320877,CID,evaluation,0.397367,0,0,0.005089,3457.231851,104.52802,0,0,1.317408,@,0,0.011173,0,0.881379,-,0.405081,AB,2.1346,0,48.278655,CID_AB_1_1339289.1,8538.756076,0,4.14813368,-3.588541,-2.504425,-3.275658,evaluation,74.021504,-,0.374486227,evaluation,-,Ç¸clatÇ¸e,0.30273,amuse,0,0.776028,0,0.939489,-1,0.912327,0,0,0,0.004605,1,amuse,0.000094,Ç¸clatÇ¸e,0,0,0,NoData,0,0
-0.000011,-,-,0,complex,37.745749,0,1,0,1,1,0,amuse,0,0,0,3,evaluation,1,6.56358,0,amuse,40.628406,3.33133,17.38573099,1358.8095,0,1.083288,0,8.920531487,5.474601,-,CM,2.090531487,0,0,NaN,NaN,1,-3.23225,-6.5058,0,-,1.705567,CID,evaluation,NaN,0,0,NaN,3301.105101,350.621987,0,0,NaN,@ @ oui,1,NaN,0,NaN,#,NaN,AB,8.9205,0,50.523888,CID_AB_1_1358809.5,8072.09405,0,3.410668513,-3.799271,-2.228411,-3.444896,evaluation,NaN,-,0.379944428,evaluation,#,-,NaN,amuse,0,0.793468,0,NaN,-1,NaN,0,0,0,NaN,0.234350553,amuse,-0.000237,-,0,0,0,NoData,0.8792,0
-0.036059,sans_maillot,-,0,@,56.011404,0,1,0,4,1,0.19205164,amuse,0,0,0,1,evaluation,1,1.188639,0,amuse,63.578761,1.746355,0.31,1370.45,0,0.255015,0,0.14794836,1.466667,-,CM,0.14794836,0,0,NaN,NaN,1,0.557716,0,0,euh_@,1.557109,CID,evaluation,NaN,0,0,NaN,8471.374651,226.651085,0,1,NaN,@,0,NaN,0,NaN,#,NaN,AB,0.1479,0,76.161823,CID_AB_1_1370450,NaN,0,0.16,-1.553812,0.923347,-0.623531,evaluation,NaN,-,0.383199303,evaluation,#,@,NaN,amuse,0,0.771061,0,NaN,-1,NaN,0,0,0,NaN,1,amuse,-0.013342,sans,0,0,0,NoData,8.29515164,0
0.000982,trois_Çÿ,-,0,voilÇÿ,60.747027,0,2,0,12,0,0.5947,None,0,1,0,1,evaluation,1,3.163757,0,None,64.299719,1.635104,0.3819,1429.26,2.7047,0.917252,1,0.3053,0.02,vingt_cinq,CM,0.1253,0,0,0.35,-1.113332,1,-1.528653,0,0.31,une_demi-heure,0.883926,CID,None,-2.383223,0,0,0.002218,7565.594426,411.874746,0,2,-0.218188,voilÇÿ,0,2.52,0,-0.44293,vingt,-0.990144,AB,0.3053,0,66.254367,CID_AB_1_1429260,NaN,0,0,-0.971646,-0.29461,-0.534902,evaluation,58.331193,vingt_cinq,0.399643501,None,cinq,demi-heure,0.222047,None,0,0.040891,0,-0.471092,-1,0.771956,0,0,0,0.001952,0.410415984,None,0.000751,trois,0,0,0,NoData,0,0
0.005951,-,-,0,complex,65.604823,0,11,0,1,0,0,None,0,0,0,2,evaluation,1,0.378306,0,approbation,69.043217,0.939253,8.81,1444.24,0,0.110999,0,0.21,0.139785,parler_@,CM,0,0,0,0.5676,-2.482446,1,0.560946,0.7543,0.53,-,0.710987,CID,None,-3.44761,0,0,0.001816,2109.333819,262.653556,0,0,0.876583,ah oui,1,3.896552,1,-0.983486,Ç¦tre,-3.433505,AB,0.21,0,69.467235,CID_AB_1_1444240,8562.685454,0,0,-0.374461,0.100359,0.048233,evaluation,55.481912,Ç¦tre_euh,0.403832144,None,@,-,0.914227,approbation,1,0.122258,0,0.562221,-1,4.310088,0,0,0,0.002579,0,None,0.003154,-,0,0,0,NoData,1.1645,0
-0.001413,-,-,0,complex,65.674211,0,8,0,1,0,0,None,0,0,0,2,evaluation,1,0.735961,0,approbation,68.420123,1.763955,4.997952722,1464.078,0,0.212349,0,0.392047278,0.100559,et_Reine,CM,0,0,0,0.7311,-0.553105,1,1.027993,0.8791,0.337952722,-,1.368557,CID,evaluation,-0.806951,0,0,-0.000332,8398.40223,312.762051,0,0,0.210506,ah oui,1,0.00274,1,-0.325076,on,-0.425791,AB,0.392,0,70.865593,CID_AB_1_1464078,NaN,0,0,-0.365931,0.272264,-0.028366,evaluation,65.443892,on_a,0.409379147,evaluation,Reine,-,0.167682,approbation,0,0.067831,0,-0.137068,-1,0.636297,0,0,0,-0.000607,0,None,-0.001391,-,0,0,0,NoData,1.21,0
-0.000473,il_est,-,0,ouais,67.327948,0,1,0,3,0,0.1312,None,0,0,1,1,ack,1,0.625801,0,None,71.062648,1.111444,0.8271,1469.59,0.4412,0.078156,0,0.2988,0.219512,-,CM,0.2988,0,0,0.1,-2.196564,1,0.485643,0,0,est_trÇùs,0.549256,CID,None,-2.937138,0,0,-0.050389,2639.420621,240.812173,0,0,-0.06654,ouais,0,3.25,0,-0.655793,-,-0.219173,AB,0.2988,0,71.969132,CID_AB_1_1469590,7964.095534,0,4.2409,-0.162631,0.407925,0.296488,ack,56.802776,-,0.410920401,None,-,trÇùs,0.050542,None,0,0.122611,0,-0.183237,0.167336011,0.152633,1,0,0,-0.012849,1,None,-0.000355,il,0,0,0,NoData,0,0
0.009867,-,-,0,oui,65.020647,0,1,0,1,0,2.67,None,0,0,0,1,ack,1,0.360866,0,None,71.985529,0.484179,5.97,1481.15,0,0.114967,0,0.18,0.467742,-,CM,0.18,0,0,0.13,-2.141063,1,0.123313,0,0,-,0.297199,CID,None,-2.4701,0,0,-0.008535,8838.626395,298.609755,0,0,-0.183071,oui,1,65,0,-1.58761,#,-0.183071,AB,0.18,0,76.243243,CID_AB_1_1481150,NaN,0,0.04,-0.446275,0.933356,0.409941,ack,55.783165,-,0.414152759,None,#,-,0,None,0,0.266119,0,-0.183071,0.444444444,0,0,0,0,-0.002816,1,None,0.004489,-,0,0,0,NoData,1.05,0
0.014811,oui_par,-,0,oui,72.498593,0,1,0,8,0,1.0164,None,0,1,0,1,None,1,2.346718,0,None,74.847119,0.727254,0.3636,1482.7436,0,0.497588,0,0.24,0.130841,-,CM,0.24,0,0,0.06,0.472632,1,-1.619464,0,0,comprends_pas,0.585371,CID,None,0.406863,0,0,-0.040322,2608.498439,277.184054,0,1,-0.06184,oui,1,0.192308,0,0.935936,#,-0.257751,AB,0.24,0,76.291352,CID_AB_1_1482743.6,8939.537588,0,1.6336,0.473014,0.93927,0.761726,None,74.736421,-,0.414598354,None,#,pas,0.06513,None,0,0.076356,0,-0.222147,0.666666667,0.195911,0,0,0,-0.00625,1,None,0.008961,oui,0,0,0,NoData,2.5564,0
0.009108,mais_elle,-,0,oui,68.817231,0,1,0,3,0,1.63,None,0,0,0,1,evaluation,1,1.437844,0,approbation,69.410986,1.806139,0.4,1517.68,0,0.49434,0,0.3,0.152672,-,CM,0.3,0,0,0.16,-0.792115,1,0.368295,0,0,elle_est,1.278433,CID,evaluation,-2.004591,0,0,-0.006703,2769.929527,288.239788,0,0,0.724869,oui,1,0.557692,0,-0.523204,-,-0.115717,AB,0.3,0,69.896373,CID_AB_1_1517680,8851.925605,0,4.430671688,0.020451,0.153114,0.093444,evaluation,60.000244,-,0.424367119,evaluation,-,est,0.114119,approbation,0,0.082566,0,-0.059135,0.433333333,0.840586,0,0,0,-0.002715,1,None,0.006876,mais,0,0,0,NoData,2.85,0
0.221727,en_fait_assez,-,0.333333333,ouais,64.247769,0,1,0,6,0,0,None,0,0,1,1,reponse,1,2.907135,0,None,64.863975,0.987403,1.8684,1532.52,0,1.145929,0,0.11,0.076923,-,CM,0,0,0,0.17,-0.598061,0.333333333,-1.919731,1.14,0.47,sa_relation,0.632787,CID,None,-1.18069,0,0,-0.003314,8268.34976,260.985796,0,0,0.583897,ouais,0,0.02381,0,-0.402757,ouais,0.371763,AB,0.11,0,65.113739,CID_AB_1_1532520,NaN,0,0,-0.541288,-0.434831,-0.465536,reponse,63.535318,-,0.428516616,None,ouais,relation,0.054391,None,1,0.037865,0,0.488286,0.545454546,0.212134,1,0,0,-0.001425,0,None,0.062083,en_fait,0.333333333,0,0,NoData,2.5525,0
-0.006957,-,-,0,oui,60.706696,0,9,0,1,0,0,None,0,0,0,1,evaluation,1,0.569858,0,approbation,65.376831,0.61084,0.5458,1547.77,6.26,0.149945,0,0.23,0.303371,rien_ouais,CM,0,0,0,0.171,0.01649,1,0.040982,0.06,0.06,-,0.148041,CID,evaluation,-0.207905,0,0,0.014579,6027.126497,216.513473,0,0,0.196979,oui,1,0.036145,0,0.04993,oh,-0.265493,AB,0.23,0,69.042251,CID_AB_1_1547770,8233.508045,0,0,-0.976604,0.048114,-0.402489,evaluation,69.184209,oh_Çõa,0.432780755,evaluation,ouais,infondÇ¸,0.156095,approbation,1,0.11018,0,-0.136081,-1,0.462473,0,0,0,0.006269,0,None,-0.004035,infondÇ¸,0,0,0,NoData,0,0
0.004545,-,-,0,oui,50.662519,0,8,0,1,0,0,approbation,0,0,0,1,evaluation,1,0.495633,0,approbation,72.023169,0.642781,6.26,1554.26,0,0.133816,0,0.12,0.648649,'s''_est',CM,0,0,0,0.18,-0.234377,1,0.147148,0.04,0.17,-,0.490586,CID,evaluation,-0.537925,0,0,-0.00266,2418.78016,265.268889,0,0,-0.376469,oui,1,0.096386,0,-0.151764,lourd,-0.756685,AB,0.12,0,76.799675,CID_AB_1_1554260,8706.263409,0,0,-2.211369,1.00176,0.414568,evaluation,67.162291,lourd_comme,0.434595461,evaluation,est,-,0.1161,approbation,0,0.417112,0,-0.605228,0.416666667,0.380216,0,0,0,-0.00121,0,approbation,0.001386,-,0,0,0,NoData,1.93,0
-0.003174,-,-,0,@,40.826325,0,10,0,1,1,-0.19132889,amuse,0,0,0,1,evaluation,1,3.716102,0,amuse,46.06884,0.483852,22.76257253,156.6826,16.22867111,1.420321,0,1.118756358,34,faisait_boÇ©te,CM,0.66132889,0,0,0.5277,-0.836758,1,-3.23225,0,0.511872531,-,0.304078,CID,evaluation,-2.075567,0,0,-0.003474,NaN,8518.416555,0,0,1.120136,@,0,2.616438,0,0.118915,on,-3.534512,AB,1.1187,0,57.00195,CID_AB_1_156682.6,NaN,0,0,-3.420565,-1.432041,-2.776085,evaluation,61.589923,on_est,0.043810903,evaluation,boÇ©te,-,0.621781,amuse,0,1.058611,0,-0.336093,-1,4.654648,0,0,0,-0.004586,0.591128609,amuse,-0.008887,-,0,0,0,NoData,0,0
0.018493,-,-,0,mh,45.05884,0,1,0,1,0,0.5342,None,0,0,0,1,ack,1,1.313628,0,None,55.010746,1.962673,19.2,1575.51,19.1747,0.433236,0,0.2458,0.413793,-,CM,0.2458,0,0,0.14,-2.153584,1,0.649045,0,0,-,0.740756,CID,ack,-2.457478,1,0,-0.030728,3946.15458,318.763917,1,0,-0.479819,mh,0,16.75,0,-1.789488,#,-0.532086,AB,0.2458,0,63.565089,CID_AB_1_1575510,7840.354541,0,1.37,-2.900248,-0.625212,-1.676826,ack,56.125496,-,0.440537294,ack,#,-,0.021615,None,0,0.168285,0,-0.500438,-1,0.052268,0,0,0,-0.010908,1,None,0.011373,-,0,0,0,NoData,0,0
0.005787,et_moi,-,0,ouais,59.551399,0,16,0,5,0,2.8562,None,0,1,1,1,ack,1,0.57995,0,None,61.785771,0.523313,0.31,1603.64,1.94,0.193812,0,0.19,0.021277,si_grande,CM,0.05,0,0,0.39,0.711129,1,-0.056637,0,0.34,supporte_pas,-0.011311,CID,None,0.062989,0,1,-0.001553,1800.789199,228.87617,0,0,0.453716,ouais,0,0.042553,0,0.83634,et,-0.544305,AB,0.19,0,62.411444,CID_AB_1_1603640,8524.912241,0,0,-1.118629,-0.767034,-0.84395,ack,72.760806,et_lÇÿ,0.448402883,None,grande,pas,0.297657,None,0,0.027527,0,0.199414,0.52631579,0.998021,1,0,0,-0.001522,0.263157895,None,0.002778,et,0,0,0,NoData,0,0
