"","slope","feedback","intQ1raw","ordre","othSize","essai","prevSize","laugh","osa","prevRed","prevNbJe","nbouais","size","sess","span","mais","intQ2raw","f0max","pb","start","pa","f0stdev","voila","dur","NanRatio","do","non","dac","durationInterl","intQ2Interl","assert","f0min","opa","opb","height","intQ1Interl","mh","othNbJe","slopeInterl","form2","form1","nbmh","prevNbFeedback","f0maxInterl","oui","NanRatioInterl","ah","intQ3Interl","f0minInterl","spk","duration","et","intQ3raw","id","form3","incomp","osb","intQ1","intQ3","intQ2","posDial","f0stdevInterl","othNbFeedback","aperiodAV","prevNbTu","heightInterl","phonSplit","spanInterl","ouais","othNbTu","ok","steepnessInterl","ndo","steepness","quest","bon","sa","othRed"
"1335",0.005689,0,38.253365,0,1,0,1,1,0,0,0,0,1,1,5.785241,0,46.674219,3.088202,0.593883924,793.0347,12.04812744,1.59752,0,0.480577122,3.303571,0.229304567,0,0,0.3836,-0.006738,1,-2.69704,0.164727444,0,0.599845,-0.195826,0,0,-0.004286,6663.78143,394.186687,0,1,0.544544,0,0.103448,0,0.772231,-0.82969,"CM",0.4806,0,58.708556,"CID_CM_1_793034.7",10000,0,0.814295433,-4.613153,-1.623155,-3.382251,0.221744933,0.312449,0,0.713589,0,-0.042173,-1,1.374234,0,0,0,-0.004115,0.477144159,0.006856,0,0,0,0
"1336",-0.000642,0,53.487516,0,1,0,1,0,7.6148,0,0,0,2,1,0.585727,0,69.519682,0.258099,12.04812744,805.5634,6.4148,0.136486,0,0.3818,0.540323,0.3818,0,0,0.04,-0.506046,1,-0.327628,0,0,-0.04799,-0.55786,1,0,-0.044669,8910.576291,197.992013,2,0,-0.241907,0,0.105263,0,-0.451054,-0.359966,"CM",0.3818,0,73.916895,"CID_CM_1_805563.4",10658.3797798365,0,1.4636,-2.38633,0.599896,-0.042859,0.225248155,0.032647,0,0.286307,0,-0.274627,0.707176532,0.118059,0,0,0,-0.00469,1,-0.000613,0,0,0,0
"1337",0.000505,0,67.039445,0,1,0,1,0,0.98,0,0,0,1,1,1.030405,0,70.509998,0.716371,6.4148,812.36,3.806,0.201434,0,0.22,0.037383,0.22,0,0,0.22,-0.30506,0.75,-0.314034,0,0,-0.15202,-0.504875,1,0,0.028682,4304.871869,192.443316,1,0,0.798427,0,0.3875,0,-0.062751,-0.219729,"CM",0.22,0,71.22112,"CID_CM_1_812360",8502.57407,0.25,8.2602,-0.405403,0.205846,0.101899,0.227148591,0.376911,0,0.034001,0,0.21292,-1,1.018156,0,0,0,0.015918,1,0.00028,0,0,0,0
"1338",-0.004885,0,41.067943,0,1,0,1,0,1.8327,0,0,0,1,1,0.324823,0,53.003503,0.646007,3.806,816.386,4.0783,0.096085,0,0.2957,0.82716,0.2957,0,0,0.2,-2.447113,1,0.321184,0,0,0.47137,-2.905459,1,0,-0.003265,3233.734325,208.366665,1,1,-0.248286,0,19.2,0,-2.092565,-0.413996,"CM",0.2957,0,64.257855,"CID_CM_1_816386",8269.897633,0,0.7846,-4.201738,-0.811996,-2.45708,0.228274323,0.063768,0,0.301835,0,-0.302093,-1,0.16571,0,0,0,-0.001649,1,-0.003615,0,0,0,0
"1339",-0.001002,0,66.174663,0,1,0,1,0,1.71,0,0,0,1,1,1.354635,0,68.159981,0.598156,4.0783,820.76,6.307475115,0.312979,0,0.24,0.034188,0.24,0,0,0.1,-2.421117,1,-0.756479,0,0,-0.534619,-2.768858,1,0,0,4582.202227,229.695298,1,0,-1.80012240988942,0,9.74338511927762,0,-2.320968,-2.96782995490761,"CM",0.24,0,69.187394,"CID_CM_1_820760",8466.921435,0,1.8708,-0.531811,-0.09143,-0.24161,0.229497362,0.241129976412203,0,0.051135,0,-1.7371868498012,-1,1.75083669009337,0,0,0,0,1,-0.000606,0,0,0,0
"1340",2.3e-05,0,47.912091,0,1,0,1,1,7.871689177,0,0,0,1,1,4.538006,0,56.611886,1.54264,6.307475115,827.3075,6.20737394,0.863394,0,2.055150946,5.763158,2.055150946,0,0,0.24,-2.401734,0.75,-2.995366,0,0,0.493523,-2.935495,0,0,-0.001249,8803.104501,212.998767,0,0,0.226876,0,1.880952,0,-0.031379,-0.32818,"CM",2.0551,0,68.84354,"CID_CM_1_827307.5",9304.29011535971,0.25,4.177475115,-3.201307,-0.141692,-1.929631,0.231328139,0.165323,0,0.946495,0,-0.04299,-1,0.555055,0,0,0,-0.000756,1,0.000118,0,0,0,0
"1341",-0.007451,0,54.985625,0,1,0,3,1,2.252618749,0,0,0,1,1,1.537307,0,60.488341,-1.997205,3.618525522,841.1885,1.289353255,0.768613,0,0.468855729,20.363636,0.468855729,0,0,0.34,0.085995,0.75,-3.534512,0,0,-3.466858,-0.462789,0,0,0.014716,11675.7165556031,8721.048191,0,1,2.021928,0,0.401639,0,0.345145,0.618063,"CM",0.4689,0,65.129268,"CID_CM_1_841188.5",11337.0483225584,0.25,3.623625522,-2.167347,-0.684619,-1.362998,0.235209498,0.529312,0,0.8416,0,1.592585,-1,1.403865,0,0,0,0.012582,1,-0.008755,0,0,0,0
"1342",-0.000475,0,60.175577,0,1,0,1,1,0,0,0,0,1,1,4.568372,0,71.145946,1.045994,1.289353255,842.9467,1.660425841,0.799824,0,1.062739653,4.018868,0.963265494,0,0,0.3341,1.035291,0.75,-3.522378,0.230225841,0,0.592934,0.36919,0,0,0.005481,6253.690315,208.609309,0,1,1.554269,0,0.663366,0,1.563142,0.461381,"CM",1.0628,0,77.650946,"CID_CM_1_842946.7",8686.052382,0.25,5.381834506,-1.408716,1.145713,0.194857,0.235701121,0.233547,0,0.86271,0,0.634551,-1,1.092888,0,0,0,0.004604,0.906398375,-0.001263,0,0,0,0
"1343",0.000366,0,59.62835,0,1,0,1,0,0,0,0,1,5,1,5.215822,0,66.985214,2.064986,1.660425841,845.6699,0.565135412,0.624142,0,1.0701,0.624242,0.534224347,0,1,0.6694,0.168744,1,-3.150836,-0.272339575,0,-0.005814,-1.486228,0,0,-0.002724,5891.837352,306.243286,0,1,2.912386,0,0.34,1,0.660194,1.345696,"CM",1.0701,0,69.52533,"CID_CM_1_845669.9",8351.154593,0,1.4302,-1.488705,-0.042033,-0.41333,0.236462561,0.355672,0,0.257721,0,1.9041,-1,1.566689,1,0,0,-0.004563,0.499228434,0.000982,0,0,0,0
"1344",-0.011182,0,49.85757,0,1,0,5,1,1.134980664,0,0,0,1,1,3.660853,0,56.517168,0.325931,0.565135412,847.3051,2.030980664,1.676429,0,0.593883924,36.125,0.593883924,0,0,0.7352,0.152988,0.75,-3.334923,0,0,-3.297576,-0.216715,0,0,-0.003278,8540.94397679222,1183.9992,0,4,1.499034,0,0.146417,0,0.378333,-2.217701,"CM",0.5939,0,65.769379,"CID_CM_1_847305.1",8439.83259678746,0,0.837474987,-2.91693,-0.591052,-1.943477,0.236919798,0.836027,0,1.072173,0,0.144462,-1,3.716734,0,0,0,-0.006032,1,-0.016606,0,0,0,0
"1345",0.000387,0,64.06959,0,1,0,1,0,0.1479,0,0,1,1,1,1.101807,0,66.069398,0.791188,2.030980664,849.93,2.12,0.259503,0,0.24,0.052174,0.24,0,0,0.41,-0.827849,0.75,-0.310619,0,0,-0.103082,-1.362855,0,0,0.005428,5780.676167,252.125495,0,1,0.341826,0,0.364238,0,-0.338036,-1.278914,"CM",0.24,0,67.340139,"CID_CM_1_849930",8927.432295,0.25,0.687,-0.839515,-0.361449,-0.547197,0.237653752,0.458499,0,0.030292,0,-0.1156,0.625,1.62074,1,0,0,0.00559,1,0.000234,0,0,0,0
"1346",-0.00483,0,61.292154,0,1,0,1,0,2.88,0,0,0,1,1,0.198556,0,65.346854,0.246271,2.12,852.29,0.75,0.053045,0,0.13,0.065574,0.13,0,0,0.58,-2.159287,1,0.047716,0,0,0.098893,-2.782978,1,0,-0.001465,3274.417265,187.326991,1,1,-0.082598,0,14.263158,0,-1.425161,-3.016603,"CM",0.13,0,67.085676,"CID_CM_1_852290",8975.159541,0,1.63,-1.245502,-0.398645,-0.652814,0.238313645,1.128344,0,0.042686,0,-1.039665,-1,2.934005,0,0,0,-0.002125,1,-0.00157,0,0,0,0
"1347",0.002719,0,68.026824,0,1,0,1,0,1.91,0,0,0,1,1,1.053323,0,68.730167,0.649556,0.75,853.17,3.78,0.2342,0,0.22,0.04717,0.22,0,0,0.58,-0.91224,1,-0.403767,0,0,-0.107423,-2.792913,1,0,0.004174,3663.170782,211.974491,1,1,0.802956,0,2.163043,0,-0.160865,-3.23225,"CM",0.22,0,69.379662,"CID_CM_1_853170",8698.635074,0,2.51,-0.261074,-0.063326,-0.158265,0.238559706,0.945093,0,0.051073,0,0.392354,-1,4.035206,0,0,0,0.006073,1,0.001509,0,0,0,0
"1348",9e-06,0,62.270247,0,1,0,1,0,0,0,0,6,8,1,1.454826,0,65.002549,0.881577,3.78,857.17,0.27,0.254102,0,1.14,0.174897,0.38,0,0,0.4096,-0.705769,1,-0.573248,-0.5332,0,-0.147979,-1.814855,0,0,-0.00128,5110.78524,256.641565,0,1,-0.011509,0,2.253968,1,-0.063498,-2.508928,"CM",1.14,0,70.328154,"CID_CM_1_857170",8591.449596,0,1.39,-1.102531,0.075318,-0.703142,0.239678169,0.423259,0,0.111118,0,-0.290229,-1,2.497419,1,0,0,-0.001312,0.333333333,2.5e-05,0,0,0,0
"1349",-0.001732,0,55.620909,0,1,0,8,0,0,0,0,1,1,1,0.235253,0,60.034084,0.394012,0.27,858.58,4.5329,0.047913,0,0.1857,0.223684,0.0376,0,0,0.4708,-0.559286,1,0.15876,0.5471,0,0.278509,-1.563821,0,0,0.003977,2040.895823,198.070025,0,8,1.023981,0,0.950413,0,-0.064418,-1.892913,"CM",0.1857,0,62.456278,"CID_CM_1_858580",6242.995609,0,0.8032,-2.074485,-1.075338,-1.429398,0.240072427,0.511772,0,0.144526,0,-0.224904,0.323101777,2.916894,1,0,0,0.004693,0.202477114,-0.000806,0,0,0,0
"1350",-0.003135,0,47.824394,0,1,0,1,0,0.955,0,0,0,1,1,0.195246,0,57.994656,0.030554,4.5329,863.2986,0.7922,0.04895,0,0.1892,0.484375,0.1892,0,0,0.59,-0.897319,1,-0.164692,0,0,-0.059358,-2.617777,1,0,0.01373,3422.357923,179.587547,1,0,1.900921,0,2.072917,0,-0.46389,-2.686359,"CM",0.1892,0,61.190779,"CID_CM_1_863298.6",8638.607037,0,1.8986,-3.214126,-1.26032,-1.727507,0.241391822,1.175424,0,0.223486,0,1.653385,-1,4.58728,0,0,0,0.020252,1,-0.001489,0,0,0,0
"1351",0.005619,0,68.957244,0,1,0,1,0,0,0,0,0,2,1,3.246746,0,70.946803,0.881577,0.7922,864.28,6.9,0.822526,0,0.23,0.074074,0.1628,0,0,0.4728,-1.955712,1,-2.365168,0.3072,0,0.082876,-2.842887,1,0,0.027462,3569.595445,198.865672,2,1,2.140139,0,3.086207,0,-0.618411,0.376622,"CM",0.23,0,71.39247,"CID_CM_1_864280",8378.331001,0,2.88,-0.125072,0.230893,0.165748,0.241666237,0.756181,0,0.068704,0,1.889839,0.782608696,1.763518,0,0,0,0.032542,0.707826087,0.003259,0,0,0,0
"1352",0.023713,0,68.662884,0,1,0,1,0,0.6092,0,0,1,2,1,3.735573,0,71.581927,1.091494,6.9,871.41,1.070275711,0.716255,0,0.27,0.125,0.27,0,0,0.05,-1.296883,1,-2.64408,0,0,-0.127566,-1.600553,0,0,1.907068,4693.7565,559.178606,0,0,-0.003542,0,1,1,-1.144253,-3.228729,"CM",0.27,0,72.352183,"CID_CM_1_871410",7073.0377015481,0,2.9208,-0.168099,0.371177,0.258586,0.243659896,1.625845,0,0.08262,0,-3.203982,-1,3.225187,1,0,0,0.247919,1,0.016006,0,0,0,0
"1353",-0.000417,0,53.38153,0,1,0,2,1,2.320371034,0,0,0,1,1,5.228032,0,68.696493,1.763991,1.070275711,872.7503,3.975171034,1.003395,0,1.289353255,1.828947,1.289353255,0,0,0.07,-2.260081,0.75,-3.46404,0,0,0.529969,-2.712153,0,0,0,4298.865391,262.411545,0,2,-0.380331125449559,0,-0.221731361373197,0,-1.899536,-2.83050171482168,"CM",1.2893,0,78.573252,"CID_CM_1_872750.3",8822.853349,0.25,0.201075711,-2.401822,1.28053,-0.163187,0.244034658,0.693985921369535,0,0.635962,0,-1.66259229659026,-1,2.55368416712929,0,0,0,0,1,-0.001345,0,0,0,0
"1354",0.00321,0,68.653752,0,1,0,1,0,1.665,0,0,0,2,1,0.376099,0,71.068524,0.330013,3.975171034,878.0148,4.05,0.111619,0,0.2952,0.254237,0.2952,0,0,0.07,0.33094,0.75,-0.046086,0,0,0.0354,0.282597,1,0,-0.013422,4023.71635,207.284944,2,1,0.20034,0,0.058824,0,0.632398,0.061889,"CM",0.2952,0,72.587643,"CID_CM_1_878014.8",8599.190598,0.25,1.2191,-0.169434,0.405595,0.18354,0.245506702,0.038086,0,0.154829,0,0.084046,0.779132791,0.138452,0,0,0,-0.002416,1,0.002376,0,0,0,0
"1355",-0.004319,0,68.143292,0,1,0,1,0,1.25,0,0,0,2,1,1.478903,0,69.933438,0.921962,4.05,882.36,1.0792,0.273625,0,0.37,0.016393,0.37,0,0,0.21,-0.913762,1,-0.556941,0,0,-0.203724,-1.152237,1,0,0.061653,4116.204834,204.678859,2,0,-0.598978,0,0.58209,0,-0.80312,-2.940893,"CM",0.37,0,71.814951,"CID_CM_1_882360",8466.065662,0,1.8043,-0.24405,0.292648,0.017621,0.246721688,1.117521,0,0.016653,0,-2.803618,0.837837838,2.341915,0,0,0,0.032676,1,-0.004017,0,0,0,0
"1356",2.7e-05,0,42.752154,0,1,0,2,1,0,0,0,0,3,1,0.561685,1,54.023684,0.802183,1.0792,883.8092,0,0.106319,0,1.1908,4.274336,0.1708,0,0,0.2543,-1.666549,1,0.240498,2.96,0,0.455179,-2.83155,1,0,0.01129,9827.06478222011,8594.568469,1,2,-2.227511,0,7.533333,0,-0.433356,-3.068462,"CM",1.1908,0,66.18965,"CID_CM_1_883809.2",10708.3594974801,0,3.2535,-3.955551,-0.52962,-2.307957,0.247126907,0.290971,0,0.83402,0,-3.053794,-1,0.840951,0,0,0,0.007225,0.143432986,8e-05,0,0,2.1485,0
"1357",-0.005798,0.25,60.972248,0,2,0,14,0,3.55,0,0,1,3,1,1.438348,0,71.270563,1.647549,1.3515,888.5,0,0.521439,0,0.47,0.638889,0.08,0,1,0.34,-0.268658,0.75,0.209201,0,0.14,0.540479,-0.811318,0,0,0.008894,2458.6565903205,304.075094,0,2,2.349586,0,0.011834,1,0.063345,0.518798,"CM",0.47,0,73.9726,"CID_CM_1_888500",7486.46296318959,0,0,-1.292264,0.608038,0.213073,0.248438528,0.458848,2,0.410559,0,2.010682,-1,1.830788,1,0,0,0.007604,0.170212766,-0.006841,0,0,3.07,0
"1358",-0.00128,0,66.510479,0,12,0,18,0,5.55,0,0,4,4,1,1.425653,0,71.809011,0.960384,0.51,892.55,2.49,0.241588,0,0.66,0.024768,0.2192,0,0,0.3,-0.602142,1,-0.465269,0,0.03,-0.080369,-1.796147,0,1,0.003286,8864.82373039187,282.215197,0,8,0.530561,0,1.157143,0,0.190628,0.11746,"CM",0.66,0,73.852878,"CID_CM_1_892550",12605.0788756877,0,0,-0.482723,0.590538,0.29178,0.249570972,0.114522,2,0.016872,0,0.180332,-1,0.413102,1,0,0,0.002481,0.332121212,-0.002119,0,0,0,0
"1359",-0.000204,0,55.085147,0,4,0.25,1,1,0,0,0,0,3,1,4.018437,0,62.26883,0.483925,1.87,89.3,1.4393,1.061061,0,1.56,20.694444,0,0,0,0.8633,-0.655898,0.75,-3.534512,5.3,0.0565,-0.490511,-1.423541,0,0,-0.000306,8688.119233,133.41435,0,0,0.379804,1,2.272727,0,0.65891,-2.952248,"CM",1.56,0,68.308281,"CID_CM_1_89300",8780.15650102063,0,0,-2.152799,-0.219933,-1.102738,0.02496968,0.449185,0,0.970989,0,-0.244126,-1,3.332052,0,0,0,-0.00066,0,-0.000796,0,0,0,0
"1360",-0.008055,0,65.48286,0,1,0,4,0,2.72,0,0,1,2,1,1.169666,0,68.555999,0.614806,2.49,895.7,3.02,0.361021,0,0.34,0.04908,0.34,0,0,0.14,-1.090591,1,-0.55486,0,0,0.376538,-1.452837,0,0,0.127552,8427.961874,221.552948,0,4,-0.681401,0,0.092308,1,-0.729392,-3.180108,"CM",0.34,0,69.150645,"CID_CM_1_895700",10113.2412577462,0,2.7092,-0.632933,-0.096802,-0.183723,0.250451761,1.069017,0,0.028911,0,-0.883409,-1,2.498707,1,0,0,0.045281,1,-0.006887,0,0,0,0
"1361",-0.000432,0,66.591827,0,26,0,2,0,0,0,0,1,1,1,0.778981,0,68.355421,0.283131,3.02,899.06,0.51,0.10715,0,0.26,0.10084,0,0,0,0.2292,-1.133009,0.75,-0.495851,0.4622,0.3,-0.368704,-1.201718,0,0,0.031674,3263.14766041122,205.702738,0,2,-0.307466,0,0.321839,0,-1.073748,-3.2325,"CM",0.26,0,69.784243,"CID_CM_1_899060",7224.86400482318,0.25,0,-0.470832,-0.004187,-0.213042,0.25139127,1.072607,2,0.045649,0,-2.968579,0.615384615,2.925034,1,0,0,0.018212,0,-0.000283,0,0,0,0
"1362",0.009825,0,42.394664,0,1,0,4,0,3.0465,0,0,0,1,1,0.219295,0,45.309571,1.295697,1.29,902.39,1.150579496,0.057354,0,0.2193,2.928571,0.2193,0,0,0.23,-1.170507,1,1.076403,0,0,1.231327,-3.175279,1,0,-0.009933,8504.603667,217.6653,1,1,-0.236003,0,4.043478,0,-0.69683,-0.404911,"CM",0.2193,0,56.878162,"CID_CM_1_902390",9930.97718779528,0,2.6078,-4.007807,-1.890709,-3.581726,0.25232239,0.050725,0,0.666753,0,-0.372977,-1,0.168908,0,0,0,-0.005761,1,0.005404,0,0,0,0
"1363",-9.5e-05,0,59.008847,0,1,0,1,1,0.87616287,0,0,0,1,1,4.238456,0,66.813546,0.962819,1.150579496,903.7599,0.96036287,0.58582,0,1.019757635,4.1,1.019757635,0,0,0.1,-0.524336,0.75,-3.275637,0,0,0.292656,-0.857862,0,0,-0.002143,8626.030894,200.760058,0,1,-0.382478,0,0.378378,0,0.024671,-0.63608,"CM",1.0197,0,72.734628,"CID_CM_1_903759.9",8059.59513159173,0.25,3.977679496,-1.57926,0.42708,-0.438423,0.25270543,0.071075,0,0.890279,0,-0.438332,-1,0.253602,0,0,0,-0.000546,1,-0.000243,0,0,0,0
"1364",5e-04,0,57.19908,0,34,0,1,0,1.02,0,0,3,4,1,1.561419,0,65.463429,0.921962,0.96036287,905.74,0.5601,0.246425,0,0.66,0.43913,0.4266,0,0,0.2436,-1.519443,1,-0.639457,0,0.0842,-0.35849,-3.106111,0,0,0.14747,8593.628767,281.507077,0,1,0.106159,0,5.1,0,-0.329771,-2.673601,"CM",0.66,0,68.599637,"CID_CM_1_905740",9591.60459295604,0,0,-1.843799,-0.177344,-0.635774,0.253259103,1.270386,0,0.249543,0,-0.136585,-1,2.779761,1,0,0,0.089957,0.646363636,0.000828,0,0,0,0
"1365",-0.003128,0,46.224651,0,1,0,4,0,0.1735,0,0,1,1,1,0.394219,0,58.972732,0.393444,0.5601,906.9601,0.381020797,0.092766,0,0.2864,0.469388,0.2864,0,0,0.39,-0.173043,1,-0.000776,0,0,0.227416,-1.064669,0,0,0.00202,8707.587082,192.398615,0,3,-0.152317,0,0.240506,0,-0.081,-0.746732,"CM",0.2864,0,64.196821,"CID_CM_1_906960.1",9144.18406399537,0,0.9867,-3.447966,-0.820918,-1.584539,0.253600262,0.16125,0,0.21383,0,-0.495291,0.418994413,0.594415,1,0,0,0.00198,1,-0.002252,0,0,0,0
"1366",-0.000238,0,57.656393,0,7,0,1,1,5.283131595,0,0,0,1,1,0.369068,0,60.763492,-3.165444,0.381020797,907.6275,3.119338913,0.111888,0,0.793147608,48.625,0.257365969,0,0,0.5666,-1.286901,1,-3.534512,0,0.207520797,-3.299615,-2.325377,0,0,-0.00409,4585.531087,96.101756,0,1,0.020309,0,1.253968,0,-0.470493,-2.813978,"CM",0.7932,0,66.127466,"CID_CM_1_907627.5",6675.207594,0,0,-1.776952,-0.538709,-1.322778,0.253786883,0.941286,0,0.849737,0,-0.411285,-1,2.834287,0,0,0,-0.005808,0.32448685,-0.000473,0,0,0,0
"1367",0.00046,0,57.084626,0,1,0,1,0,0,0,0,1,3,1,1.028513,0,65.279539,0.290146,1.631000967,913.55,1.768495404,0.182986,0,0.54,0.361809,0.1538,0,0,0.6478,-1.052151,1,-0.738367,0.32,0,-0.429292,-1.93274,1,0,0.001027,4957.24836907336,205.710058,1,0,0.058462,0,0.64467,0,-0.620466,-2.81184,"CM",0.54,0,67.773115,"CID_CM_1_913550",8624.75620676877,0,5.386697564,-1.860529,-0.29816,-0.662654,0.255442901,0.542697,0,0.279494,0,-0.452935,-1,2.870303,1,0,0,0.001663,0.284814815,0.000623,0,0,0,0
"1368",-0.00263,0,70.696144,0,1,0,1,0,3.1539,0,0,0,2,1,1.070331,0,73.520946,0.465678,1.08893411,917.26,3.1435,0.200767,0,0.42,0.082474,0.42,0,0,0.09,-0.266345,0.75,-0.604653,0,0,-0.239364,-0.46499,1,0,-0.010196,8721.769874,200.444943,2,0,-0.096155,0,0.285714,0,0.489227,-0.627823,"CM",0.42,0,75.544401,"CID_CM_1_917260",9067.89641436053,0.25,2.85,0.129108,0.837793,0.542018,0.256480275,0.140051,0,0.04794,0,-0.168062,0.857142857,0.531668,0,0,0,-0.002294,1,-0.002762,0,0,0,0
"1369",0.000868,0,48.759501,0,1,0,2,0,0,0,0,1,1,1,2.674091,0,63.818114,0.544632,3.1435,920.8235,1.543503798,0.309167,0,0.2529,0.628205,0.0104,0,0,0.2839,-0.522184,1,-2.12946,0.0816,0,0.365003,-3.024293,0,0,0.029657,2018.342746,202.071465,0,2,0.760067,0,1.21875,0,-0.300687,-2.091091,"CM",0.2529,0,66.434282,"CID_CM_1_920823.5",5758.339267,0,6.4135,-3.077439,-0.493861,-0.876275,0.257476686,0.647248,0,0.279896,0,0.548732,0.55357849,2.851159,1,0,0,0.021057,0.041122974,0.000551,0,0,0,0
"1370",0.000436,0,64.316105,0,1,0,1,1,0.015910703,0,0,0,1,1,3.910113,0,69.263577,0.537705,1.543503798,922.6199,4.755910703,1.226759,0,1.254185499,8.968254,1.254185499,0,0,0.19,-1.42631,1,-3.372408,0,0,-0.339501,-2.706338,0,0,-0.118209,6536.421895,124.255186,0,1,0.36038,0,4.333333,0,-1.122402,-3.103491,"CM",1.2542,0,74.253521,"CID_CM_1_922619.9",8633.183043,0,1.461903798,-0.803482,0.649101,-0.080294,0.257978988,1.025415,0,0.653383,0,-0.051312,-1,3.463871,0,0,0,-0.05674,1,0.00137,0,0,0,0
"1371",0.010474,0,70.124398,0,17,0,1,0,0,0,0,0,2,1,1.129775,0,71.302609,0.608016,4.755910703,928.63,2.62,0.356697,0,0.26,0.10084,0,0,0,1.0482,-1.198264,1,-0.521759,0.0115,0.14,-0.298021,-1.69579,0,0,-0.000759,7288.54878563624,214.972024,0,0,3.512258,1,0.206897,1,-0.633153,-0.913646,"CM",0.26,0,71.897631,"CID_CM_1_928630",8310.80958833159,0,0,0.045535,0.304734,0.217757,0.259659505,0.736996,0,0.049154,0,1.783644,-1,4.425905,0,0,0,-0.001992,0,0.006861,0,0,0,0
"1372",-0.000222,0,59.569979,0,1,0,2,0,0.37,0,0,2,5,1,3.870173,0,64.971184,0.335661,2.62,931.51,0.45,1.029358,0,1.16,0.695906,1.16,0,1,0.37,-1.015263,1,-3.534512,0,0,-0.737887,-2.317473,0,0,0.001686,4865.78181068706,223.093492,0,2,0.541555,0,1.695652,0,-0.018577,-0.282168,"CM",1.16,0,66.726237,"CID_CM_1_931510",8405.40316157207,0,2.6085,-1.497238,-0.451185,-0.707727,0.260464798,0.16898,0,0.360242,0,0.119641,-1,0.823723,1,0,0,0.001568,1,-0.000644,0,0,0,0
"1373",-0.001579,0,56.913999,0,25,0,5,0,8.4426,0,0,1,3,1,1.150546,0,65.451368,0.289495,0.45,933.12,2.85,0.201511,0,0.55,0.403061,0.1,0,1,0.1885,-0.165918,1,-0.861052,0,0.08,-0.471224,-0.498406,0,0,0.041187,6138.904137,184.066846,0,3,1.370539,0,0.021505,1,0.093584,-0.478043,"CM",0.55,0,67.086911,"CID_CM_1_933120",8745.140488,0,0,-1.885471,-0.398464,-0.637537,0.26091498,0.543514,0,0.318859,0,0.14748,-1,1.848582,1,1,0,0.019564,0.181818182,-0.002172,0,0,0,0
"1374",6.2e-05,0,54.066771,0,1,0,4,1,0,0,0,0,5,1,5.324261,0,61.902372,1.904522,1.92,940.31,1.2227,0.895989,0,3.0202,0.976501,1.8026,0,0,0.21,-1.161841,0.75,-3.41974,-0.6702,0,0.897587,-1.847244,0,0,0.059461,8756.567494,243.741202,0,1,1.070641,0,1.255319,0,-0.4573,-1.442229,"CM",1.513,0,72.622903,"CID_CM_1_940310",10125.1914016967,0.25,6.74,-2.301659,0.410749,-1.156304,0.262925416,0.571478,0,0.484012,0,0.601614,-1,2.51287,0,0,0,0.031514,0.596847891,0.000236,0,0,0,0
"1375",-0.019283,0,66.322332,0,1,0,1,0,0.58,0,0,1,2,1,2.252513,0,66.822145,-0.309597,0.4222,945.14,0.680935056,0.348114,0,0.2,0.553846,0.2,0,0,0.7732,-0.795513,0.75,-2.56211,0,0,-0.830777,-2.699683,0,0,-0.00508,8952.888452,294.943938,0,1,3.43007,0,0.697368,1,-0.157765,-2.148452,"CM",0.2,0,67.391973,"CID_CM_1_945140",11058.8206537233,0.25,0.3609,-0.510225,-0.353872,-0.437166,0.26427596,1.196708,0,0.196307,0,1.541296,-1,5.578522,1,0,0,-0.00983,1,-0.009738,0,0,0,0
"1376",-0.005556,0,57.289987,0,1,0,2,1,8.581146025,0,0,0,1,1,3.864633,0,61.982573,0.395106,0.680935056,946.0209,5.476846025,1.51639,0,0.832218919,31.076923,0.009653975,0,0,0.7732,-0.795513,1,-3.469527,0,0.100935056,-2.942698,-2.699683,0,0,-0.00508,4453.258434,114.956578,0,2,3.43007,0,0.697368,0,-0.157765,-2.148452,"CM",0.8323,0,71.86125,"CID_CM_1_946020.9",6555.826224,0,0,-1.830511,0.299416,-1.144581,0.264522283,1.196708,0,0.6965,0,1.541296,-1,5.578522,0,0,0,-0.00983,0.011600283,-0.011585,0,0,0,0
"1377",-0.007181,0,67.355232,0,1,0,1,0,2.8543,0,0,1,1,1,0.779658,0,69.755682,0.177173,5.476846025,952.33,1.73,0.199908,0,0.25,0.067797,0.25,0,0,0.39,-1.617083,0.75,-0.602484,0,0,-0.260849,-2.94371,0,0,0.012776,1490.193971,249.391844,0,0,0.734649,0,8.333333,0,-0.458785,-2.550761,"CM",0.25,0,70.864185,"CID_CM_1_952330",6241.629214,0.25,5.4865,-0.359243,0.153672,-0.008362,0.266286397,1.230606,0,0.053458,0,-2.480518,0.6,3.28541,1,0,0,0.01252,1,-0.004524,0,0,0,0
"1378",-0.00183,0,65.660784,0,1,0,1,0,0.8243,0,0,0,2,1,2.654871,0,68.259641,0.030554,1.73,954.31,6.79,0.371697,0,0.3,0.041379,0.3,0,0,0.16,-2.36809,1,-2.624317,0,0,-0.581431,-3.15871,1,0,0,8603.074779,211.818881,2,1,0.519416955832739,0,1.76231522643952,0,-1.21389,-0.473628588196325,"CM",0.3,0,69.122719,"CID_CM_1_954310",9813.95216743101,0,7.4665,-0.606926,-0.100884,-0.227043,0.266840036,0.572913136085617,0,0.038757,0,-1.57514972709873,0.833333333,0.772183194283996,0,0,0,0,1,-0.001382,0,0,0,0
